"OTU","Treatment","Day","log2FoldChange","p"
"OTU.196","13CXPS","14",-0.304540156862805,0.996770105523209
"OTU.1627","13CXPS","14",-0.0780883906985365,0.967301703318553
"OTU.170","13CXPS","14",-0.394968906661249,0.998702447445106
"OTU.678","13CXPS","14",0.0657132771170842,0.915549278628236
"OTU.346","13CXPS","14",-0.280853508988603,0.994865885046432
"OTU.3717","13CXPS","14",-1.15613450389655,0.99999998277475
"OTU.26","13CXPS","14",-0.346123210677122,0.999517595435955
"OTU.3674","13CXPS","14",-1.14993990699942,0.99999998618894
"OTU.3823","13CXPS","14",-0.0591216791289569,0.975678768243912
"OTU.732","13CXPS","14",0.65473641481382,0.312573748187816
"OTU.4175","13CXPS","14",0.390707057768333,0.634344111543036
"OTU.1143","13CXPS","14",0.110952662410484,0.889054843197453
"OTU.197","13CXPS","14",-0.375501569294088,0.998194620100085
"OTU.590","13CXPS","14",0.512016434361693,0.484793903600354
"OTU.502","13CXPS","14",0.353695924418728,0.677053990225966
"OTU.231","13CXPS","14",-0.169594669985397,0.985919501220202
"OTU.101","13CXPS","14",-1.00086985369565,0.999999982760532
"OTU.133","13CXPS","14",-0.245189614204217,0.995242914860691
"OTU.314","13CXPS","14",-0.241432216193107,0.991338688397085
"OTU.259","13CXPS","14",-0.177960628055421,0.985713598165001
"OTU.643","13CXPS","14",0.0217978074264268,0.933461364828381
"OTU.2172","13CXPS","14",-0.0563486286390368,0.959667799417792
"OTU.709","13CXPS","14",-0.384509724968442,0.997689773240102
"OTU.558","13CXPS","14",0.278792172887551,0.756335849794255
"OTU.756","13CXPS","14",-0.0626660682741131,0.961576497462482
"OTU.485","13CXPS","14",-0.0112826616421596,0.945790456995417
"OTU.506","13CXPS","14",-0.684248593328776,0.999947858466078
"OTU.68","13CXPS","14",0.596845706049347,0.378391256512308
"OTU.290","13CXPS","14",0.0076456072730095,0.939470654533342
"OTU.48","13CXPS","14",0.120403681590661,0.912658892083693
"OTU.644","13CXPS","14",0.034854717079443,0.927968322821417
"OTU.380","13CXPS","14",0.138867689511977,0.871782406108298
"OTU.995","13CXPS","14",0.461990041171942,0.547503064111543
"OTU.1888","13CXPS","14",-0.0615061317429038,0.961258542642264
"OTU.519","13CXPS","14",-0.51199726829372,0.999381725523445
"OTU.6066","13CXPS","14",0.144407108670308,0.869290135204611
"OTU.34","13CXPS","14",-0.324818504476735,0.998078831488556
"OTU.384","13CXPS","14",0.161925241088245,0.858113266885235
"OTU.92","13CXPS","14",-0.348767189341158,0.997815552902622
"OTU.829","13CXPS","14",0.132013650809189,0.876343899820478
"OTU.549","13CXPS","14",0.138991533703293,0.871561153651783
"OTU.74","13CXPS","14",-0.362195706119744,0.998394015745577
"OTU.46","13CXPS","14",-0.212788807703006,0.997011664092986
"OTU.2897","13CXPS","14",-0.112035418006601,0.974155058573611
"OTU.4405","13CXPS","14",-0.0798444234161281,0.98261397175461
"OTU.5211","13CXPS","14",-0.70211147458835,0.999998743328111
"OTU.29","13CXPS","14",-0.288596524762062,0.998106628329022
"OTU.5144","13CXPS","14",0.303377087859037,0.731637775815359
"OTU.15","13CXPS","14",0.0865052342325171,0.956883631356804
"OTU.215","13CXPS","14",-0.451184916268018,0.999861183821338
"OTU.11","13CXPS","14",-0.729891739448864,0.999968277707097
"OTU.154","13CXPS","14",-0.0010524714308633,0.948710193716859
"OTU.100","13CXPS","14",-0.00446162179364759,0.951886007562616
"OTU.6","13CXPS","14",-1.44556311392706,1
"OTU.2","13CXPS","14",-1.16962190285367,0.999999999996151
"OTU.143","13CXPS","14",-1.06796584588434,0.999999991622998
"OTU.54","13CXPS","14",-0.607736373483586,0.999992700839973
"OTU.182","13CXPS","14",-0.730136115973349,0.999988274286623
"OTU.1044","13CXPS","14",-0.240424380195179,0.990184842247431
"OTU.103","13CXPS","14",-0.555473722575496,0.999865364387273
"OTU.768","13CXPS","14",-0.108538317481796,0.97950100145761
"OTU.2337","13CXPS","14",0.181304482421608,0.841572950109965
"OTU.45","13CXPS","14",-0.683861323238082,0.999992172634756
"OTU.227","13CXPS","14",-0.182594792998442,0.987523907181022
"OTU.312","13CXPS","14",0.51035537179685,0.486882217340295
"OTU.214","13CXPS","14",-0.110848132052434,0.973122271396162
"OTU.222","13CXPS","14",0.47908445646607,0.526645121876548
"OTU.315","13CXPS","14",-0.0396517950375925,0.956287259652768
"OTU.63","13CXPS","14",-0.316306001821947,0.998986523311898
"OTU.49","13CXPS","14",-0.306426887247829,0.999097103517667
"OTU.339","13CXPS","14",-0.0668530116786039,0.962992736706841
"OTU.355","13CXPS","14",-0.102058108746095,0.970949186127605
"OTU.381","13CXPS","14",-0.278122118136376,0.994484941924055
"OTU.297","13CXPS","14",0.185251299968876,0.838545123276952
"OTU.677","13CXPS","14",0.405074268139984,0.617165317137227
"OTU.638","13CXPS","14",0.769031919654879,0.198877938965969
"OTU.83","13CXPS","14",0.659363487148392,0.305445970403958
"OTU.241","13CXPS","14",1.33894020866675,0.00242398008164892
"OTU.6013","13CXPS","14",0.43321242458772,0.583274491747361
"OTU.609","13CXPS","14",0.112932225952559,0.887874011680691
"OTU.268","13CXPS","14",-0.0963540159781499,0.97530673194444
"OTU.1700","13CXPS","14",0.371036756960234,0.659105537026678
"OTU.345","13CXPS","14",0.53634731900867,0.454453889628331
"OTU.675","13CXPS","14",0.079688149218569,0.90760337884269
"OTU.262","13CXPS","14",0.428979772516537,0.588445704457355
"OTU.739","13CXPS","14",0.456034946453281,0.555402177420305
"OTU.288","13CXPS","14",-0.0723469293634647,0.964548402678706
"OTU.301","13CXPS","14",0.305438219172921,0.729478377420195
"OTU.102","13CXPS","14",-0.409026927318548,0.998586805502701
"OTU.412","13CXPS","14",0.273756643460483,0.761998272554888
"OTU.248","13CXPS","14",-0.0876168377766067,0.970854221081933
"OTU.269","13CXPS","14",0.124620278955258,0.88297780800725
"OTU.25","13CXPS","14",-0.653648551518577,0.999990423475307
"OTU.6045","13CXPS","14",-0.103068097165991,0.97111862914703
"OTU.21","13CXPS","14",-0.611664305669313,0.999992276371685
"OTU.2192","13CXPS","14",0.234434202393552,0.797830927396112
"OTU.185","13CXPS","14",0.426988249226652,0.590832227089353
"OTU.541","13CXPS","14",0.544353620128834,0.444465085942794
"OTU.279","13CXPS","14",0.0657078293270389,0.915012233674283
"OTU.4347","13CXPS","14",0.0351401710652856,0.927835892843323
"OTU.392","13CXPS","14",-0.000885995796510907,0.943256146026724
"OTU.647","13CXPS","14",0.262283568891282,0.772487416468038
"OTU.4618","13CXPS","14",0.259577278958619,0.775047616498577
"OTU.261","13CXPS","14",-0.80725271268109,0.999995599456773
"OTU.5645","13CXPS","14",0.0667348358487984,0.913154447544642
"OTU.1346","13CXPS","14",0.334746093425602,0.698107952102494
"OTU.1051","13CXPS","14",0.0349726434748738,0.92791736824586
"OTU.764","13CXPS","14",0.285792755666167,0.749386046963438
"OTU.532","13CXPS","14",-0.326846565836677,0.995439109782513
"OTU.308","13CXPS","14",-0.753356811990499,0.999994195568618
"OTU.148","13CXPS","14",-0.745297447563988,0.999987740517767
"OTU.120","13CXPS","14",0.0628914972958813,0.919643922268761
"OTU.406","13CXPS","14",0.0356184047011309,0.928669859233838
"OTU.435","13CXPS","14",0.305737561854843,0.729187735462623
"OTU.191","13CXPS","14",-0.119488548713925,0.977600775932362
"OTU.334","13CXPS","14",-0.178667235971626,0.984146099175704
"OTU.213","13CXPS","14",-0.136873765525072,0.977455773715844
"OTU.278","13CXPS","14",-0.107372991710525,0.972522737258029
"OTU.94","13CXPS","14",-0.713859157571939,0.999966358957625
"OTU.325","13CXPS","14",0.0403261068003143,0.926769429518327
"OTU.1511","13CXPS","14",0.336458399534746,0.696229792750487
"OTU.729","13CXPS","14",0.335594642577885,0.697169421451533
"OTU.420","13CXPS","14",-0.0827881688567756,0.968096394705426
"OTU.193","13CXPS","14",-0.01987096301554,0.948862560270465
"OTU.43","13CXPS","14",-0.898637716989714,0.999999856415103
"OTU.177","13CXPS","14",-0.334649619354098,0.9963050030233
"OTU.969","13CXPS","14",0.335978319177846,0.696757278153278
"OTU.176","13CXPS","14",0.173588490934957,0.851902386238253
"OTU.166","13CXPS","14",-0.359790039797956,0.996666718283492
"OTU.274","13CXPS","14",-0.251900124575898,0.990991854841265
"OTU.4705","13CXPS","14",0.232909228840049,0.799157920646845
"OTU.773","13CXPS","14",0.161152764070026,0.856337548216372
"OTU.161","13CXPS","14",-0.483787646430994,0.999449918143896
"OTU.1471","13CXPS","14",0.0518611177687366,0.920695616555713
"OTU.326","13CXPS","14",-0.053364544744567,0.958846590977229
"OTU.775","13CXPS","14",-0.453859093838002,0.998718192549154
"OTU.188","13CXPS","14",-0.563751018187102,0.999695608573114
"OTU.555","13CXPS","14",-0.0634292421280465,0.961773866819938
"OTU.483","13CXPS","14",0.527757972439658,0.465274719509713
"OTU.877","13CXPS","14",-0.179273309449451,0.983845924400941
"OTU.689","13CXPS","14",-0.0205546109942397,0.949003329335592
"OTU.144","13CXPS","14",-0.343329953087658,0.99870386581463
"OTU.395","13CXPS","14",0.207283279665464,0.822782344612461
"OTU.1347","13CXPS","14",0.303824333221646,0.731157760241797
"OTU.1005","13CXPS","14",-0.325477611039412,0.995377712184353
"OTU.693","13CXPS","14",-0.175511998863903,0.983674605398808
"OTU.968","13CXPS","14",-0.176763152217749,0.983481658766717
"OTU.753","13CXPS","14",-0.256121194455847,0.991318787953357
"OTU.1269","13CXPS","14",0.209958993638039,0.81885166303499
"OTU.479","13CXPS","14",-0.0613324448550147,0.961118855000082
"OTU.960","13CXPS","14",0.406761744062698,0.615141699124927
"OTU.426","13CXPS","14",0.0400634713399031,0.926514423077273
"OTU.5190","13CXPS","14",0.403016069603117,0.619629393323707
"OTU.98","13CXPS","14",0.0718287150279107,0.919699740037145
"OTU.4322","13CXPS","14",-0.232258773649513,0.992293023262906
"OTU.64","13CXPS","14",-0.142302182632325,0.986873510696637
"OTU.730","13CXPS","14",-0.0320851819748596,0.953040635256694
"OTU.577","13CXPS","14",0.0627872949684307,0.915116493473728
"OTU.500","13CXPS","14",-0.354222404868859,0.996618497392482
"OTU.218","13CXPS","14",-0.204807328590928,0.986599909872202
"OTU.2380","13CXPS","14",0.460977295152657,0.548762514687821
"OTU.539","13CXPS","14",-0.0218798521697835,0.949504538713782
"OTU.368","13CXPS","14",0.361868933207076,0.667926534215599
"OTU.336","13CXPS","14",0.312344079243292,0.722445391579851
"OTU.438","13CXPS","14",0.351301761597208,0.679731865937689
"OTU.711","13CXPS","14",0.351572568473975,0.679427715992082
"OTU.845","13CXPS","14",0.300579157174461,0.734469097940478
"OTU.664","13CXPS","14",0.492402481572107,0.509555699193901
"OTU.2138","13CXPS","14",-0.574159188362558,0.999674883213975
"OTU.307","13CXPS","14",-0.179200173818012,0.984773529600176
"OTU.77","13CXPS","14",-0.772855955569459,0.999982672465844
"OTU.135","13CXPS","14",-0.439247632625654,0.998823132332767
"OTU.157","13CXPS","14",-0.950596894501817,0.999999185380166
"OTU.734","13CXPS","14",0.064951730276524,0.914056975303802
"OTU.3923","13CXPS","14",0.022936226253922,0.933045241903818
"OTU.447","13CXPS","14",0.33571205810503,0.697781643644179
"OTU.237","13CXPS","14",0.104735865743614,0.899953661725667
"OTU.1917","13CXPS","14",0.139251247083815,0.871502889632756
"OTU.449","13CXPS","14",-0.106590977942852,0.972167217027526
