"OTU","Treatment","Day","log2FoldChange","p"
"OTU.982","13CXPS","7",0.232109017430877,0.776338642692646
"OTU.5539","13CXPS","7",0.356542481951159,0.657925742115537
"OTU.1087","13CXPS","7",0.254451343275707,0.765240015521389
"OTU.660","13CXPS","7",0.353521948330938,0.667041738411209
"OTU.206","13CXPS","7",0.112923010685771,0.874398361359047
"OTU.263","13CXPS","7",0.451654200636047,0.55696069509699
"OTU.276","13CXPS","7",-0.37044221898754,0.996458600276966
"OTU.1016","13CXPS","7",0.104870024457251,0.880231808442705
"OTU.181","13CXPS","7",-0.130832463270524,0.974978360197973
"OTU.13","13CXPS","7",-0.11401922664312,0.980810882912951
"OTU.4884","13CXPS","7",-0.226245656614386,0.98323215789817
"OTU.398","13CXPS","7",0.0984755928332139,0.909929748310466
"OTU.486","13CXPS","7",0.359967214661419,0.653373786151148
"OTU.126","13CXPS","7",0.102616664115322,0.874971220567113
"OTU.908","13CXPS","7",0.223031637346911,0.78226936163535
"OTU.167","13CXPS","7",0.0175641520307354,0.932341576649879
"OTU.504","13CXPS","7",0.161887716468385,0.830409154093882
"OTU.235","13CXPS","7",0.426872400874311,0.587349071702752
"OTU.531","13CXPS","7",-0.397289801621288,0.994527054098122
"OTU.1073","13CXPS","7",0.494157223826935,0.50655574462795
"OTU.232","13CXPS","7",-0.26031851465188,0.989430361157888
"OTU.198","13CXPS","7",0.0917402817598125,0.895570454584787
"OTU.202","13CXPS","7",-0.297954811801499,0.993419446582457
"OTU.75","13CXPS","7",-0.932029995937774,0.999999717037144
"OTU.2017","13CXPS","7",0.469600693673971,0.534780240343776
"OTU.885","13CXPS","7",0.177818326169186,0.821738427654834
"OTU.349","13CXPS","7",0.825691062719644,0.168876691538883
"OTU.416","13CXPS","7",0.0941905090824514,0.89045560656266
"OTU.291","13CXPS","7",0.00342289487237237,0.948001549572987
"OTU.129","13CXPS","7",-0.174636362891031,0.980802544115554
"OTU.890","13CXPS","7",0.234186539113799,0.776440869959541
"OTU.86","13CXPS","7",0.0962852945171859,0.910667390187197
"OTU.76","13CXPS","7",0.396542699828687,0.662785352087162
"OTU.18","13CXPS","7",0.98278599854255,0.0534093555774
"OTU.620","13CXPS","7",0.815002527505633,0.1853553254555
"OTU.676","13CXPS","7",0.0229998395546251,0.910958624486457
"OTU.223","13CXPS","7",-0.00920972950634712,0.943944909127356
"OTU.1004","13CXPS","7",0.287156378433914,0.723419046149339
"OTU.137","13CXPS","7",0.247632105553922,0.772275188481246
"OTU.564","13CXPS","7",-0.580657677170675,0.999686937675014
"OTU.5468","13CXPS","7",-0.404972657797079,0.997131193754233
"OTU.1719","13CXPS","7",-0.44875031405835,0.999175718441353
"OTU.606","13CXPS","7",0.216432933795086,0.786061163061799
"OTU.825","13CXPS","7",0.565082673091401,0.424908685575949
"OTU.632","13CXPS","7",0.227286849916914,0.780354238858109
"OTU.568","13CXPS","7",-0.0497296791140839,0.938865390611816
"OTU.933","13CXPS","7",-0.130503585078953,0.96121289104486
"OTU.200","13CXPS","7",-0.364148298524081,0.994365800320799
"OTU.3002","13CXPS","7",-0.238880351629835,0.984677781270305
"OTU.875","13CXPS","7",0.0743336488240481,0.882821837353013
"OTU.662","13CXPS","7",0.234287116491391,0.776397971998686
"OTU.459","13CXPS","7",0.295233355502197,0.720113603409371
"OTU.635","13CXPS","7",0.152871524859107,0.85479009031382
"OTU.219","13CXPS","7",-0.00328216502485408,0.936643118618792
"OTU.722","13CXPS","7",0.290242366498814,0.721900021514677
"OTU.891","13CXPS","7",0.0747457419924745,0.88259973951769
"OTU.136","13CXPS","7",0.00223661143433489,0.952095886381758
"OTU.994","13CXPS","7",0.151670975282306,0.835703035974692
"OTU.309","13CXPS","7",-0.187142901962969,0.987078990824216
"OTU.311","13CXPS","7",-0.404389339191888,0.998570211264286
"OTU.104","13CXPS","7",0.174494330752747,0.836580611355972
"OTU.30","13CXPS","7",-0.412022935450709,0.999694071863109
"OTU.5788","13CXPS","7",-0.333278720545927,0.997615095205367
"OTU.379","13CXPS","7",-0.195603937998491,0.98490998012129
"OTU.5987","13CXPS","7",-0.0105797870780507,0.927261598142117
"OTU.3493","13CXPS","7",-0.300386175270993,0.996419495323904
"OTU.299","13CXPS","7",-0.0158909500578269,0.939813576617218
"OTU.320","13CXPS","7",0.0657824640466478,0.895422220322744
"OTU.142","13CXPS","7",-0.388149919554253,0.997763417843078
"OTU.251","13CXPS","7",0.120565717758548,0.883814926396768
"OTU.5594","13CXPS","7",0.151619874590167,0.835755017835655
"OTU.5607","13CXPS","7",-0.481556376023139,0.998458329922557
"OTU.2720","13CXPS","7",0.184722927057885,0.822727710682327
"OTU.746","13CXPS","7",0.7504131206828,0.238745218906682
"OTU.1636","13CXPS","7",0.0725535554546763,0.883809621499584
"OTU.512","13CXPS","7",0.00658539538586851,0.941154387347121
"OTU.5894","13CXPS","7",0.110806101097278,0.880969991121568
"OTU.322","13CXPS","7",-0.458955936869983,0.99846569113109
"OTU.39","13CXPS","7",-0.162795796067326,0.991497426725543
"OTU.977","13CXPS","7",0.0743080388081098,0.882838655223831
"OTU.1439","13CXPS","7",0.286216328114065,0.724283043367183
"OTU.1136","13CXPS","7",0.290722853172526,0.721467877405752
"OTU.357","13CXPS","7",0.140824400976692,0.854666866668929
"OTU.2183","13CXPS","7",0.139573660893624,0.854165803904048
"OTU.478","13CXPS","7",-0.111949292057487,0.963823869615864
"OTU.1406","13CXPS","7",0.0273316554272319,0.909055443725468
"OTU.562","13CXPS","7",-0.502067082603015,0.998165914606178
"OTU.566","13CXPS","7",-0.0854452640009651,0.951662372612469
"OTU.4047","13CXPS","7",0.22193090092658,0.783251507631665
"OTU.1968","13CXPS","7",0.3578668616055,0.657899759705503
"OTU.589","13CXPS","7",-0.123972547986019,0.966035377578526
"OTU.5957","13CXPS","7",-0.0867325657125657,0.965995454888142
"OTU.2824","13CXPS","7",-0.523761762091232,0.999775423210291
"OTU.5060","13CXPS","7",0.0873005077494211,0.877112420924726
"OTU.87","13CXPS","7",-0.112501560429824,0.990412714301204
"OTU.3499","13CXPS","7",0.224091032998882,0.781478151731922
"OTU.492","13CXPS","7",-0.397078213422581,0.998558114860091
"OTU.396","13CXPS","7",-0.639825088302307,0.999587647681601
"OTU.401","13CXPS","7",-0.240130760275195,0.983143392770337
"OTU.4020","13CXPS","7",0.35676848078614,0.656645201368694
"OTU.372","13CXPS","7",0.289781987592574,0.72240409768803
"OTU.3432","13CXPS","7",0.294589670393474,0.719304467099036
"OTU.837","13CXPS","7",-0.510362611353756,0.998776107618871
"OTU.702","13CXPS","7",0.100283401992818,0.871627603284896
"OTU.391","13CXPS","7",-0.04633746134451,0.941696522083626
"OTU.508","13CXPS","7",0.0567060318725453,0.907454226711841
"OTU.272","13CXPS","7",-0.46344866259745,0.99787180807929
"OTU.2767","13CXPS","7",0.569494199502272,0.422780551447635
"OTU.383","13CXPS","7",0.0200141616275337,0.91932976808684
"OTU.1177","13CXPS","7",0.963736816493201,0.0943429483523219
"OTU.1526","13CXPS","7",0.147967753094802,0.838318864195217
"OTU.53","13CXPS","7",-0.191203811545148,0.987391990957017
"OTU.5416","13CXPS","7",-0.000741696812946721,0.925021504992761
"OTU.748","13CXPS","7",0.358629061632718,0.655860584578303
"OTU.550","13CXPS","7",-0.162173180852062,0.969411153127501
"OTU.287","13CXPS","7",0.0539352228754529,0.899645475846257
"OTU.199","13CXPS","7",-0.0058120559139015,0.947602963513993
"OTU.1168","13CXPS","7",-0.0287220773833795,0.956271037809284
"OTU.1174","13CXPS","7",0.0254304400102662,0.909934483028465
"OTU.497","13CXPS","7",-0.190642464793384,0.975940290103997
"OTU.352","13CXPS","7",0.20328777124651,0.816903308630556
"OTU.4965","13CXPS","7",0.424983655083978,0.583875036897523
"OTU.445","13CXPS","7",0.0418772839076072,0.903927648348252
"OTU.2263","13CXPS","7",0.347779597412132,0.674617409611262
"OTU.84","13CXPS","7",-0.589471643584911,0.999895007283275
"OTU.585","13CXPS","7",0.424080362348619,0.584915777598887
"OTU.487","13CXPS","7",0.355316612835415,0.659369739763452
"OTU.815","13CXPS","7",0.232278330775648,0.777961369243662
"OTU.367","13CXPS","7",0.167148390597162,0.828561201309556
"OTU.158","13CXPS","7",0.0574736471317167,0.91502684703806
"OTU.366","13CXPS","7",0.65350464858216,0.32520206730111
"OTU.679","13CXPS","7",0.139722244768196,0.842154935788238
"OTU.1045","13CXPS","7",0.772152432047793,0.218146935128517
"OTU.3181","13CXPS","7",0.33581845303003,0.691709844639245
"OTU.1232","13CXPS","7",0.21785730531712,0.784880685323137
"OTU.4310","13CXPS","7",0.295784616556979,0.727704361525622
"OTU.114","13CXPS","7",0.450107085616793,0.56890901649131
"OTU.422","13CXPS","7",0.715756733680922,0.265141220142851
"OTU.630","13CXPS","7",0.162920576000553,0.829622404895505
"OTU.1290","13CXPS","7",0.150654160386214,0.836388423450907
"OTU.1452","13CXPS","7",0.287419945750376,0.723151904426013
"OTU.140","13CXPS","7",-0.11762074061397,0.976796570257712
"OTU.1855","13CXPS","7",0.497258631669338,0.503188510762915
"OTU.598","13CXPS","7",0.502992335711438,0.496245111999067
"OTU.1701","13CXPS","7",0.112999162990045,0.894866509524771
"OTU.5065","13CXPS","7",-0.236993999459492,0.997207908005353
"OTU.4706","13CXPS","7",-0.262612889357598,0.998078763221278
"OTU.4825","13CXPS","7",0.23608214580047,0.776342721309807
"OTU.5","13CXPS","7",2.81434374997757,1.17438898020121e-14
"OTU.40","13CXPS","7",0.278911997572745,0.841247939026037
"OTU.234","13CXPS","7",-0.231715191546213,0.996210959052366
"OTU.4759","13CXPS","7",-0.24755010244552,0.995542500435306
"OTU.96","13CXPS","7",0.223545537158035,0.915286321778339
"OTU.518","13CXPS","7",0.150419253886969,0.836647943959058
"OTU.4741","13CXPS","7",-0.476086117703433,0.998274315170066
"OTU.776","13CXPS","7",0.0244979449509728,0.910364792256235
"OTU.175","13CXPS","7",-0.306038909100699,0.993150345924636
"OTU.3449","13CXPS","7",-0.121685684677371,0.963076428670296
"OTU.371","13CXPS","7",0.481398986196742,0.522782364617526
"OTU.657","13CXPS","7",0.466494968386683,0.538654715580367
"OTU.2471","13CXPS","7",-0.107568904010675,0.956713482738283
"OTU.4165","13CXPS","7",0.0734040534681707,0.883359326614876
"OTU.591","13CXPS","7",0.229329997447967,0.778851104401302
"OTU.735","13CXPS","7",0.0849809556821752,0.878534623867032
"OTU.1220","13CXPS","7",0.0857127670368424,0.878204228225185
"OTU.537","13CXPS","7",-0.349078266265045,0.993367268684776
"OTU.196","13CXPS","7",-0.425805442368612,0.999361185142336
"OTU.1627","13CXPS","7",-0.191762027454124,0.983397968068333
"OTU.170","13CXPS","7",-0.419032150009561,0.998860986183257
"OTU.678","13CXPS","7",0.103407657078381,0.869578789963149
"OTU.346","13CXPS","7",0.767698121197582,0.185474527254432
"OTU.3717","13CXPS","7",0.130554406508749,0.870804000298543
"OTU.26","13CXPS","7",0.4285225971835,0.597905934279922
"OTU.3674","13CXPS","7",0.0168915119077403,0.94577608033429
"OTU.3823","13CXPS","7",0.37239280629162,0.656680259495493
"OTU.732","13CXPS","7",0.1565629730725,0.834057137497108
"OTU.4175","13CXPS","7",0.504542908902058,0.494935236231678
"OTU.197","13CXPS","7",0.350618067581236,0.673838478151782
"OTU.1476","13CXPS","7",0.150054099126155,0.836795165761347
"OTU.590","13CXPS","7",-0.0277609969921424,0.941572251684728
"OTU.502","13CXPS","7",-0.0326481977272605,0.934354454338039
"OTU.3610","13CXPS","7",0.481079206899199,0.521319243835249
"OTU.231","13CXPS","7",-0.333945852000646,0.995837822198086
"OTU.101","13CXPS","7",-0.959459306598714,0.999999998076948
"OTU.133","13CXPS","7",-1.05177656622884,0.99999996361327
"OTU.314","13CXPS","7",-0.343393504720517,0.996050215935052
"OTU.259","13CXPS","7",0.663394537616873,0.306369893413816
"OTU.1114","13CXPS","7",0.160441087677725,0.831463764177637
"OTU.1628","13CXPS","7",0.428313645173739,0.579708043844214
"OTU.643","13CXPS","7",-0.061039374332586,0.951923372956104
"OTU.2172","13CXPS","7",0.719483297612196,0.265812271697144
"OTU.709","13CXPS","7",0.0100539844715473,0.93459702174013
"OTU.558","13CXPS","7",0.351246843181871,0.665913987164361
"OTU.756","13CXPS","7",0.0872222497909407,0.88595171054057
"OTU.485","13CXPS","7",0.936481896712913,0.113766283581259
"OTU.3363","13CXPS","7",0.0957804594513194,0.890477435655905
"OTU.68","13CXPS","7",1.64974481420485,0.000773778531031644
"OTU.290","13CXPS","7",0.297100339135669,0.734641860649238
"OTU.48","13CXPS","7",-0.101306596828281,0.976803977645131
"OTU.644","13CXPS","7",0.299072569127314,0.722327811942119
"OTU.380","13CXPS","7",0.0850635747530199,0.896271693284131
"OTU.995","13CXPS","7",0.709059196213096,0.279121543012779
"OTU.519","13CXPS","7",-0.0183378064076895,0.930588158019236
"OTU.1010","13CXPS","7",0.290477123003352,0.721696415217684
"OTU.34","13CXPS","7",-0.0835767398715705,0.982683464393399
"OTU.482","13CXPS","7",0.497049212527157,0.503314098464952
"OTU.384","13CXPS","7",0.342073214335812,0.679090815942571
"OTU.92","13CXPS","7",-0.272118225963617,0.996945850915632
"OTU.829","13CXPS","7",0.160052964073841,0.831599991404041
"OTU.549","13CXPS","7",-0.00544745357109659,0.931112573711636
"OTU.808","13CXPS","7",-0.189612828497604,0.97574712129217
"OTU.750","13CXPS","7",-0.0720565411294737,0.944811078342253
"OTU.74","13CXPS","7",-0.0750167129582531,0.981591793629473
"OTU.236","13CXPS","7",-0.0999957343377294,0.958924403941048
"OTU.46","13CXPS","7",0.158255120004543,0.913150971099752
"OTU.2897","13CXPS","7",-0.236249601302749,0.984187782749447
"OTU.4405","13CXPS","7",0.257946926688822,0.856883830476413
"OTU.5211","13CXPS","7",0.068526050534978,0.98149831391664
"OTU.29","13CXPS","7",-0.172739158463936,0.998930753821215
"OTU.5144","13CXPS","7",0.9877248829911,0.0738327715957766
"OTU.15","13CXPS","7",0.490183913840357,0.516332721465841
"OTU.215","13CXPS","7",-0.0712108190828403,0.98967475548641
"OTU.11","13CXPS","7",3.04982469336127,9.91524070834108e-14
"OTU.5827","13CXPS","7",-0.154609584051315,0.975757199777874
"OTU.2083","13CXPS","7",0.360624767276734,0.652655085621823
"OTU.154","13CXPS","7",-0.535925538246222,0.99956047412123
"OTU.100","13CXPS","7",0.605138401392794,0.37263072355214
"OTU.6","13CXPS","7",0.177369164881368,0.871195082065672
"OTU.2","13CXPS","7",0.0857112007820182,0.978217765871382
"OTU.143","13CXPS","7",-0.769489984961015,0.999993643098288
"OTU.771","13CXPS","7",0.0451992709570213,0.902048010340202
"OTU.727","13CXPS","7",0.160171223594355,0.831429906931903
"OTU.370","13CXPS","7",0.0411274617202289,0.904147059401093
"OTU.54","13CXPS","7",-1.00264884621938,0.999999846413407
"OTU.182","13CXPS","7",-0.279137240026315,0.99690883405328
"OTU.1044","13CXPS","7",0.0103365073394492,0.915008288287906
"OTU.1019","13CXPS","7",0.0108883087560656,0.914815649512228
"OTU.103","13CXPS","7",0.10113928461818,0.918108630029012
"OTU.2412","13CXPS","7",0.35975210517948,0.652515352176497
"OTU.1774","13CXPS","7",0.358964045548527,0.65442267919318
"OTU.768","13CXPS","7",0.286157888508247,0.761598357084764
"OTU.45","13CXPS","7",-0.373268561535912,0.999346803981469
"OTU.227","13CXPS","7",0.573404842344974,0.406946232123613
"OTU.312","13CXPS","7",-0.131117850377757,0.969985082657886
"OTU.214","13CXPS","7",0.0572757768408617,0.910661041848892
"OTU.222","13CXPS","7",0.198498573798068,0.81384357884649
"OTU.315","13CXPS","7",-0.339733773756442,0.995469439464496
"OTU.63","13CXPS","7",-0.0300601040577607,0.983130468706233
"OTU.49","13CXPS","7",-0.128030190856453,0.982583938852675
"OTU.726","13CXPS","7",0.0265827340435938,0.909432303549278
"OTU.339","13CXPS","7",-0.144787099391369,0.969591255986014
"OTU.989","13CXPS","7",-0.00749042771188313,0.92107672632119
"OTU.355","13CXPS","7",0.292014550419076,0.72022648009934
"OTU.297","13CXPS","7",0.354056755671716,0.663023208734275
"OTU.581","13CXPS","7",0.0740727348395024,0.882965040243401
"OTU.4913","13CXPS","7",0.822321915432505,0.182136810053438
"OTU.1513","13CXPS","7",0.82597069607642,0.179309267033838
"OTU.677","13CXPS","7",1.08571444353584,0.0433566853168879
"OTU.470","13CXPS","7",0.692747035570208,0.293374763173411
"OTU.624","13CXPS","7",0.683997479238918,0.300890299076268
"OTU.4951","13CXPS","7",0.772617196137001,0.216549557105861
"OTU.627","13CXPS","7",0.888522852855442,0.131133495338579
"OTU.638","13CXPS","7",0.919873262513672,0.109483425687032
"OTU.83","13CXPS","7",0.89861456176841,0.10160929038283
"OTU.241","13CXPS","7",0.968607823215352,0.0915185396691566
"OTU.2769","13CXPS","7",0.357220904200389,0.657274201519967
"OTU.6013","13CXPS","7",0.929757045264143,0.0999725563203782
"OTU.1551","13CXPS","7",0.150503918791433,0.836514311328256
"OTU.609","13CXPS","7",-0.0353918747075252,0.935285734569071
"OTU.268","13CXPS","7",0.174350005311727,0.845738255741389
"OTU.1700","13CXPS","7",0.307066975832885,0.728171662519585
"OTU.345","13CXPS","7",0.352191844496692,0.665769145696966
"OTU.675","13CXPS","7",-0.494402995273808,0.998041990162188
"OTU.652","13CXPS","7",0.181192095425114,0.821596868112106
"OTU.262","13CXPS","7",0.484764681242342,0.518280197335344
"OTU.739","13CXPS","7",0.264780304159956,0.767155011486581
"OTU.288","13CXPS","7",-0.364861125309961,0.993357425838811
"OTU.1155","13CXPS","7",0.288314751273706,0.722323444438048
"OTU.301","13CXPS","7",0.00396730873055861,0.923295342718774
"OTU.102","13CXPS","7",0.326821338165042,0.708263717588196
"OTU.412","13CXPS","7",-0.216152423301133,0.978928975019926
"OTU.248","13CXPS","7",-0.347409977265913,0.993652087395168
"OTU.269","13CXPS","7",0.163467707450554,0.851634343072981
"OTU.25","13CXPS","7",-0.418469209932434,0.996677376282434
"OTU.6045","13CXPS","7",0.112408532873261,0.866153446059788
"OTU.21","13CXPS","7",-0.406846372981918,0.999266590684777
"OTU.2192","13CXPS","7",0.361466888534019,0.650720865264432
"OTU.279","13CXPS","7",-0.192674061181981,0.978326301955466
"OTU.813","13CXPS","7",-0.00678367423463788,0.92079622808187
"OTU.612","13CXPS","7",-0.00794441294768827,0.921257265610977
"OTU.392","13CXPS","7",0.113706453708066,0.865198182264622
"OTU.647","13CXPS","7",0.151178519794594,0.836062522081481
"OTU.261","13CXPS","7",0.0568273614746011,0.906840866206105
"OTU.1266","13CXPS","7",0.0869023584550659,0.87753588414884
"OTU.1346","13CXPS","7",-0.188880716566887,0.973431039825453
"OTU.1909","13CXPS","7",0.140600534608475,0.841573941547198
"OTU.532","13CXPS","7",0.161436441168303,0.830620667167862
"OTU.308","13CXPS","7",-0.834674682942303,0.999965517221025
"OTU.148","13CXPS","7",0.222659586372337,0.785516363557363
"OTU.120","13CXPS","7",0.298430490711854,0.718454410200944
"OTU.911","13CXPS","7",0.217670080311055,0.784995258815492
"OTU.406","13CXPS","7",0.0894029945719086,0.876069019834283
"OTU.435","13CXPS","7",-0.0620624843443104,0.950217253955803
"OTU.5785","13CXPS","7",0.149993622960147,0.836838437080702
"OTU.1060","13CXPS","7",-0.0715861870435029,0.944667975847651
"OTU.1332","13CXPS","7",-0.131469740738456,0.96142814222622
"OTU.191","13CXPS","7",-0.308812274420391,0.995609226168162
"OTU.334","13CXPS","7",-0.0860953110465659,0.955998353401804
"OTU.2268","13CXPS","7",0.00860300529756158,0.91577523306343
"OTU.213","13CXPS","7",-0.562239085016666,0.999179283908943
"OTU.278","13CXPS","7",-0.0869585892004222,0.959406326139657
"OTU.3982","13CXPS","7",-0.358528120696957,0.99299319698969
"OTU.94","13CXPS","7",-0.734105216730829,0.999985837860559
"OTU.618","13CXPS","7",0.468196437615542,0.536148702883285
"OTU.325","13CXPS","7",0.503991436086754,0.495427114198335
"OTU.420","13CXPS","7",-0.214499023311564,0.978688923457471
"OTU.193","13CXPS","7",-0.0128041971235822,0.928354498284539
"OTU.43","13CXPS","7",-0.583268851296528,0.999619101745776
"OTU.2039","13CXPS","7",-0.0499833110623406,0.939003430295752
"OTU.177","13CXPS","7",0.253386298244712,0.75729275107976
"OTU.969","13CXPS","7",-0.0844295017792257,0.951652494448507
"OTU.176","13CXPS","7",-0.110939253772213,0.966729120511493
"OTU.528","13CXPS","7",0.223728340071387,0.781616451312273
"OTU.166","13CXPS","7",0.0267049584646842,0.926003761990349
"OTU.274","13CXPS","7",0.0397000467879617,0.904921613733923
"OTU.4705","13CXPS","7",0.421437494377327,0.58946763475784
"OTU.773","13CXPS","7",0.00242872192872714,0.923709138462675
"OTU.161","13CXPS","7",-0.335090183592708,0.99427511679017
"OTU.1471","13CXPS","7",-0.418723887834759,0.99635265392123
"OTU.6040","13CXPS","7",0.141209837577969,0.84184547908447
"OTU.3100","13CXPS","7",0.435363497988017,0.57144500813086
"OTU.326","13CXPS","7",0.359059564696269,0.653050931879784
"OTU.775","13CXPS","7",-0.220978253476874,0.986071815205765
"OTU.188","13CXPS","7",-0.718717691926896,0.999906000685553
"OTU.555","13CXPS","7",-0.0507212177692355,0.93916947305864
"OTU.483","13CXPS","7",-0.0512413647558471,0.939400234100696
"OTU.264","13CXPS","7",-0.130384510877632,0.961185558882391
"OTU.418","13CXPS","7",0.635457984914081,0.3516016309107
"OTU.872","13CXPS","7",0.294091580513396,0.719767655906714
"OTU.877","13CXPS","7",-0.0307115177284125,0.933666800970026
"OTU.689","13CXPS","7",-0.00244838414178906,0.930448726777992
"OTU.144","13CXPS","7",-0.0193263300541274,0.959186226635862
"OTU.395","13CXPS","7",0.194236366107955,0.814867441842713
"OTU.1003","13CXPS","7",-0.107423064298737,0.956693037821103
"OTU.1347","13CXPS","7",0.0877397717177505,0.877051347829651
"OTU.491","13CXPS","7",0.29326036500884,0.722177994235827
"OTU.753","13CXPS","7",-0.0496962017071586,0.938842434533468
"OTU.1522","13CXPS","7",0.361439231649244,0.65074769943357
"OTU.668","13CXPS","7",0.429965302993086,0.577885906511175
"OTU.731","13CXPS","7",0.0870690255225506,0.877446363881397
"OTU.479","13CXPS","7",0.360907452597993,0.651290342970115
"OTU.960","13CXPS","7",0.0873671253955731,0.877256304472695
"OTU.5559","13CXPS","7",0.225153589995369,0.780467565898708
"OTU.365","13CXPS","7",-0.37554427127713,0.994387715948866
"OTU.426","13CXPS","7",0.614291332969531,0.370741454013095
"OTU.937","13CXPS","7",0.288275076677913,0.722359853943994
"OTU.1398","13CXPS","7",0.360266319202226,0.651946989069788
"OTU.2500","13CXPS","7",0.570849132173866,0.421287481716106
"OTU.5190","13CXPS","7",0.531307742061168,0.464313096355285
"OTU.98","13CXPS","7",0.210661615349443,0.806446058967326
"OTU.4322","13CXPS","7",0.6920392653446,0.277285940487708
"OTU.64","13CXPS","7",0.641661073712504,0.318418077618241
"OTU.407","13CXPS","7",0.108067784776027,0.868831934624045
"OTU.730","13CXPS","7",-0.233694581242053,0.983281819642182
"OTU.964","13CXPS","7",0.288549048548581,0.72354437315771
"OTU.471","13CXPS","7",0.5241704683436,0.473325601266694
"OTU.577","13CXPS","7",0.169760284829813,0.826445009971396
"OTU.623","13CXPS","7",0.227498934361271,0.780264261143531
"OTU.500","13CXPS","7",-0.600522343888795,0.999421427688757
"OTU.218","13CXPS","7",0.899297787739864,0.119916365483863
"OTU.1197","13CXPS","7",-0.216362734775995,0.978937386835295
"OTU.902","13CXPS","7",0.0257136812807337,0.909741798793556
"OTU.539","13CXPS","7",-0.669344153431051,0.999835903680234
"OTU.1224","13CXPS","7",0.360438410449296,0.653971164815664
"OTU.368","13CXPS","7",0.112439227842881,0.877139682647842
"OTU.336","13CXPS","7",0.118733149543859,0.864000718086468
"OTU.711","13CXPS","7",-0.0169480628360933,0.935066455824763
"OTU.845","13CXPS","7",0.413420651994769,0.597893992417813
"OTU.725","13CXPS","7",0.544852195051741,0.449190397374166
"OTU.957","13CXPS","7",0.289200629153645,0.722941131811599
"OTU.712","13CXPS","7",0.360463120025922,0.651796182895816
"OTU.1282","13CXPS","7",-0.265803004068086,0.985349580783039
"OTU.664","13CXPS","7",-0.00265519054183707,0.926152688766033
"OTU.703","13CXPS","7",0.421575915876206,0.587722882672501
"OTU.774","13CXPS","7",0.359785632963362,0.652473271258254
"OTU.2138","13CXPS","7",-0.182462480264681,0.980054722719523
"OTU.307","13CXPS","7",-0.451081638903207,0.998887712253713
"OTU.1132","13CXPS","7",0.026117754270149,0.909519403396328
"OTU.77","13CXPS","7",-0.171113357889454,0.971779022483476
"OTU.135","13CXPS","7",-0.749784807402281,0.999891045308296
"OTU.157","13CXPS","7",-0.765461297775493,0.9999052211065
"OTU.734","13CXPS","7",-0.13234022057937,0.961632755581339
"OTU.752","13CXPS","7",-0.0290739251275825,0.933003937291489
"OTU.3923","13CXPS","7",-0.189030893893308,0.975630678442064
"OTU.447","13CXPS","7",-0.285495835664226,0.987884014856461
"OTU.237","13CXPS","7",-0.22028875382161,0.986791749623598
"OTU.1917","13CXPS","7",0.453368607869733,0.553996202499063
"OTU.449","13CXPS","7",0.584000720731815,0.403914612391526
"OTU.991","13CXPS","7",0.191631273698364,0.817638079497025
"OTU.210","13CXPS","7",0.0706976103314302,0.907838107645168
"OTU.3894","13CXPS","7",0.0980871534737969,0.8728785758812
"OTU.66","13CXPS","7",-0.432824342215237,0.998927792104727
"OTU.840","13CXPS","7",0.737370721485854,0.248945942973799
"OTU.33","13CXPS","7",-0.249985061679571,0.995614949259615
"OTU.4704","13CXPS","7",0.193352873140417,0.819260616929877
"OTU.5944","13CXPS","7",-0.346588545871723,0.995941603582247
"OTU.4641","13CXPS","7",0.358830478427193,0.653450672179671
"OTU.1834","13CXPS","7",0.230580163923561,0.777585363517508
"OTU.2358","13CXPS","7",-0.108728072995032,0.987422350428043
"OTU.783","13CXPS","14",-0.24821970729754,0.990927511515877
"OTU.2638","13CXPS","14",0.0257483480629104,0.933503575499337
"OTU.79","13CXPS","14",-0.954197469304614,0.999999863837887
"OTU.696","13CXPS","14",0.256682191832003,0.777845528652353
"OTU.1011","13CXPS","14",0.118275146543573,0.885558377272041
"OTU.304","13CXPS","14",-0.525777126274796,0.999578060811929
"OTU.50","13CXPS","14",-0.680540306765379,0.999979178062522
"OTU.655","13CXPS","14",0.159567147664661,0.8574558699964
"OTU.669","13CXPS","14",-0.378809689002903,0.997334450190041
"OTU.543","13CXPS","14",-0.427065191827543,0.998474096643109
"OTU.1255","13CXPS","14",0.284234555199492,0.750941057180967
"OTU.465","13CXPS","14",0.0655533461933087,0.913744077830154
"OTU.6046","13CXPS","14",0.159100007025495,0.857793872685409
"OTU.2034","13CXPS","14",-0.110142260507542,0.97296418353468
"OTU.162","13CXPS","14",-0.218698946642337,0.990846915410524
"OTU.156","13CXPS","14",0.188042288427721,0.845221161774703
"OTU.710","13CXPS","14",-0.321860812249642,0.995972058890643
"OTU.551","13CXPS","14",-0.100133385879032,0.970465927915789
"OTU.134","13CXPS","14",-0.242967819028139,0.99144338133918
"OTU.5338","13CXPS","14",0.390638709369676,0.63442484783903
"OTU.3267","13CXPS","14",0.354335868564184,0.676324829700852
"OTU.183","13CXPS","14",-0.208830047083373,0.988020624384857
"OTU.1316","13CXPS","14",0.0355948766667771,0.927639094271431
"OTU.342","13CXPS","14",-0.140842956922685,0.978268900983576
"OTU.12","13CXPS","14",-1.25313175026113,0.999999999295069
"OTU.247","13CXPS","14",-0.139766822330777,0.978051835515621
"OTU.122","13CXPS","14",-0.538677387714647,0.999593459815828
"OTU.5906","13CXPS","14",-0.471563976151299,0.99901572140288
