OTU,shift,Day,Treatment
OTU.1849,,30,13CCPS
OTU.3293,,30,13CCPS
OTU.3621,,30,13CCPS
OTU.3620,,30,13CCPS
OTU.3623,,30,13CCPS
OTU.3622,,30,13CCPS
OTU.3625,,30,13CCPS
OTU.3624,,30,13CCPS
OTU.3627,,30,13CCPS
OTU.3626,,30,13CCPS
OTU.3629,,30,13CCPS
OTU.3628,,30,13CCPS
OTU.2714,,30,13CCPS
OTU.4940,,30,13CCPS
OTU.4929,,30,13CCPS
OTU.2398,,30,13CCPS
OTU.2399,-0.035628006,30,13CCPS
OTU.2396,-0.021670815,30,13CCPS
OTU.2397,0.01777436,30,13CCPS
OTU.2394,0.028448933,30,13CCPS
OTU.2395,,30,13CCPS
OTU.2392,,30,13CCPS
OTU.2393,,30,13CCPS
OTU.2390,,30,13CCPS
OTU.2391,,30,13CCPS
OTU.4928,-0.000508541,30,13CCPS
OTU.5704,,30,13CCPS
OTU.5705,,30,13CCPS
OTU.5706,-0.01120003,30,13CCPS
OTU.5707,,30,13CCPS
OTU.5700,-0.024553815,30,13CCPS
OTU.5701,,30,13CCPS
OTU.5702,,30,13CCPS
OTU.5703,,30,13CCPS
OTU.5708,,30,13CCPS
OTU.5709,-0.002049817,30,13CCPS
OTU.2910,,30,13CCPS
OTU.2911,,30,13CCPS
OTU.2912,,30,13CCPS
OTU.2913,,30,13CCPS
OTU.2914,0.025596958,30,13CCPS
OTU.2915,,30,13CCPS
OTU.2916,0.011258662,30,13CCPS
OTU.2917,0.017638063,30,13CCPS
OTU.2918,,30,13CCPS
OTU.2919,,30,13CCPS
OTU.2345,0.017775031,30,13CCPS
OTU.858,-0.001654072,30,13CCPS
OTU.4923,,30,13CCPS
OTU.2344,-0.008228807,30,13CCPS
OTU.2347,,30,13CCPS
OTU.5375,,30,13CCPS
OTU.5374,,30,13CCPS
OTU.5377,,30,13CCPS
OTU.138,0.005551855,30,13CCPS
OTU.5371,,30,13CCPS
OTU.5370,,30,13CCPS
OTU.2893,,30,13CCPS
OTU.2892,,30,13CCPS
OTU.2341,,30,13CCPS
OTU.2899,,30,13CCPS
OTU.5378,,30,13CCPS
OTU.2340,,30,13CCPS
OTU.859,-0.003310863,30,13CCPS
OTU.4922,0.025053974,30,13CCPS
OTU.4828,,30,13CCPS
OTU.2434,,30,13CCPS
OTU.4826,,30,13CCPS
OTU.4827,,30,13CCPS
OTU.2803,,30,13CCPS
OTU.2439,,30,13CCPS
OTU.4921,,30,13CCPS
OTU.130,0.005538725,30,13CCPS
OTU.137,-0.008458988,30,13CCPS
OTU.4823,,30,13CCPS
OTU.4820,,30,13CCPS
OTU.134,-0.007265372,30,13CCPS
OTU.1270,0.011009228,30,13CCPS
OTU.1271,-0.012757186,30,13CCPS
OTU.1272,,30,13CCPS
OTU.1273,-0.002953909,30,13CCPS
OTU.1274,0.003151748,30,13CCPS
OTU.1275,,30,13CCPS
OTU.1276,-0.041430663,30,13CCPS
OTU.1277,,30,13CCPS
OTU.1278,0.030028393,30,13CCPS
OTU.1279,,30,13CCPS
OTU.2801,,30,13CCPS
OTU.854,-0.00989753,30,13CCPS
OTU.5951,,30,13CCPS
OTU.5950,,30,13CCPS
OTU.5953,-0.002446212,30,13CCPS
OTU.5952,0.019005937,30,13CCPS
OTU.5955,,30,13CCPS
OTU.5954,,30,13CCPS
OTU.5957,-0.002674794,30,13CCPS
OTU.5956,,30,13CCPS
OTU.5959,,30,13CCPS
OTU.5958,,30,13CCPS
OTU.2806,,30,13CCPS
OTU.855,,30,13CCPS
OTU.4026,,30,13CCPS
OTU.4027,,30,13CCPS
OTU.4024,,30,13CCPS
OTU.4025,,30,13CCPS
OTU.4022,,30,13CCPS
OTU.4023,,30,13CCPS
OTU.4020,-0.008187631,30,13CCPS
OTU.4021,,30,13CCPS
OTU.4028,,30,13CCPS
OTU.4029,,30,13CCPS
OTU.2807,,30,13CCPS
OTU.4925,0.012349858,30,13CCPS
OTU.685,0.031465854,30,13CCPS
OTU.684,-0.028162739,30,13CCPS
OTU.687,-0.007950515,30,13CCPS
OTU.686,-0.009784247,30,13CCPS
OTU.681,0.018150093,30,13CCPS
OTU.680,0.005723495,30,13CCPS
OTU.683,0.007031514,30,13CCPS
OTU.682,0.010853084,30,13CCPS
OTU.939,-0.027014315,30,13CCPS
OTU.938,0.008673461,30,13CCPS
OTU.689,-0.003713624,30,13CCPS
OTU.688,-0.012974811,30,13CCPS
OTU.1764,,30,13CCPS
OTU.2709,,30,13CCPS
OTU.2708,,30,13CCPS
OTU.2259,,30,13CCPS
OTU.2258,-0.013706595,30,13CCPS
OTU.2705,,30,13CCPS
OTU.2704,,30,13CCPS
OTU.2707,0.004281988,30,13CCPS
OTU.5574,,30,13CCPS
OTU.5573,,30,13CCPS
OTU.2700,,30,13CCPS
OTU.2251,,30,13CCPS
OTU.2702,,30,13CCPS
OTU.4801,,30,13CCPS
OTU.1765,,30,13CCPS
OTU.4620,,30,13CCPS
OTU.4621,,30,13CCPS
OTU.4622,,30,13CCPS
OTU.4623,,30,13CCPS
OTU.4624,,30,13CCPS
OTU.4625,,30,13CCPS
OTU.4626,,30,13CCPS
OTU.4627,0.009546296,30,13CCPS
OTU.4628,,30,13CCPS
OTU.4629,,30,13CCPS
OTU.236,0.002924941,30,13CCPS
OTU.6089,,30,13CCPS
OTU.1489,-0.014611295,30,13CCPS
OTU.1488,,30,13CCPS
OTU.1483,,30,13CCPS
OTU.1482,0.001822667,30,13CCPS
OTU.1481,,30,13CCPS
OTU.1480,-0.00037101,30,13CCPS
OTU.1487,-0.056033078,30,13CCPS
OTU.1486,0.001106632,30,13CCPS
OTU.1485,,30,13CCPS
OTU.1484,-0.006666866,30,13CCPS
OTU.3391,,30,13CCPS
OTU.3390,,30,13CCPS
OTU.3393,-0.031761687,30,13CCPS
OTU.3392,,30,13CCPS
OTU.3395,,30,13CCPS
OTU.3394,,30,13CCPS
OTU.3397,,30,13CCPS
OTU.3396,,30,13CCPS
OTU.3399,,30,13CCPS
OTU.3398,,30,13CCPS
OTU.3429,,30,13CCPS
OTU.3428,,30,13CCPS
OTU.216,0.000746683,30,13CCPS
OTU.217,0.009731934,30,13CCPS
OTU.214,-0.000318409,30,13CCPS
OTU.215,0.012878893,30,13CCPS
OTU.212,0.003226308,30,13CCPS
OTU.213,-0.007826291,30,13CCPS
OTU.210,-0.004342148,30,13CCPS
OTU.211,0.00090676,30,13CCPS
OTU.218,0.008384117,30,13CCPS
OTU.219,-0.011894536,30,13CCPS
OTU.1731,,30,13CCPS
OTU.1730,,30,13CCPS
OTU.1733,,30,13CCPS
OTU.1732,0.020355584,30,13CCPS
OTU.1735,-0.011523975,30,13CCPS
OTU.1734,,30,13CCPS
OTU.1737,,30,13CCPS
OTU.1736,0.02104264,30,13CCPS
OTU.1739,-0.002335308,30,13CCPS
OTU.1738,,30,13CCPS
OTU.6169,,30,13CCPS
OTU.6168,,30,13CCPS
OTU.3647,,30,13CCPS
OTU.2653,-0.007222166,30,13CCPS
OTU.3645,,30,13CCPS
OTU.3644,,30,13CCPS
OTU.3643,,30,13CCPS
OTU.3642,,30,13CCPS
OTU.3641,-0.013174726,30,13CCPS
OTU.2652,,30,13CCPS
OTU.5607,-0.015260103,30,13CCPS
OTU.3649,,30,13CCPS
OTU.3648,,30,13CCPS
OTU.5606,,30,13CCPS
OTU.5601,,30,13CCPS
OTU.2656,,30,13CCPS
OTU.6161,,30,13CCPS
OTU.2655,,30,13CCPS
OTU.6160,,30,13CCPS
OTU.2654,,30,13CCPS
OTU.6163,,30,13CCPS
OTU.6162,,30,13CCPS
OTU.6165,,30,13CCPS
OTU.2346,,30,13CCPS
OTU.6164,,30,13CCPS
OTU.6167,,30,13CCPS
OTU.6166,0.06188304,30,13CCPS
OTU.5494,,30,13CCPS
OTU.5495,,30,13CCPS
OTU.5496,,30,13CCPS
OTU.5497,,30,13CCPS
OTU.5490,,30,13CCPS
OTU.5491,-0.014092242,30,13CCPS
OTU.5492,,30,13CCPS
OTU.5493,,30,13CCPS
OTU.5498,,30,13CCPS
OTU.5499,,30,13CCPS
OTU.1869,,30,13CCPS
OTU.1868,,30,13CCPS
OTU.1861,,30,13CCPS
OTU.1860,-0.026549337,30,13CCPS
OTU.1863,-0.021494765,30,13CCPS
OTU.1862,0.023167924,30,13CCPS
OTU.1865,0.004740131,30,13CCPS
OTU.1864,-0.03789967,30,13CCPS
OTU.1867,,30,13CCPS
OTU.1866,0.020934845,30,13CCPS
OTU.2118,,30,13CCPS
OTU.2119,0.018849268,30,13CCPS
OTU.5728,,30,13CCPS
OTU.5729,,30,13CCPS
OTU.5722,0.027578393,30,13CCPS
OTU.5723,,30,13CCPS
OTU.5720,,30,13CCPS
OTU.2113,0.021339559,30,13CCPS
OTU.2114,,30,13CCPS
OTU.2115,-0.020694287,30,13CCPS
OTU.2116,,30,13CCPS
OTU.5725,,30,13CCPS
OTU.270,0.005089301,30,13CCPS
OTU.271,0.007784634,30,13CCPS
OTU.612,0.00039459,30,13CCPS
OTU.3291,,30,13CCPS
OTU.278,-0.010451139,30,13CCPS
OTU.279,-0.000945436,30,13CCPS
OTU.4228,,30,13CCPS
OTU.4229,,30,13CCPS
OTU.4224,,30,13CCPS
OTU.4225,,30,13CCPS
OTU.4226,,30,13CCPS
OTU.1139,0.004679664,30,13CCPS
OTU.4227,0.003484695,30,13CCPS
OTU.4453,,30,13CCPS
OTU.4452,,30,13CCPS
OTU.4451,,30,13CCPS
OTU.4450,,30,13CCPS
OTU.4457,,30,13CCPS
OTU.1136,0.036255998,30,13CCPS
OTU.1135,0.0046025,30,13CCPS
OTU.4454,,30,13CCPS
OTU.4222,,30,13CCPS
OTU.4223,,30,13CCPS
OTU.5865,,30,13CCPS
OTU.5864,,30,13CCPS
OTU.5867,,30,13CCPS
OTU.5310,,30,13CCPS
OTU.5861,,30,13CCPS
OTU.2349,0.024427464,30,13CCPS
OTU.5316,,30,13CCPS
OTU.1256,0.013005318,30,13CCPS
OTU.1257,0.008792841,30,13CCPS
OTU.1254,0.011929686,30,13CCPS
OTU.1255,0.012291324,30,13CCPS
OTU.1252,-0.004409909,30,13CCPS
OTU.5863,,30,13CCPS
OTU.1250,-0.012422903,30,13CCPS
OTU.1251,0.0338958,30,13CCPS
OTU.5862,,30,13CCPS
OTU.1258,0.039650969,30,13CCPS
OTU.1259,-0.000125489,30,13CCPS
OTU.2348,0.045820558,30,13CCPS
OTU.5937,,30,13CCPS
OTU.5936,,30,13CCPS
OTU.5935,,30,13CCPS
OTU.5318,,30,13CCPS
OTU.5933,,30,13CCPS
OTU.5932,,30,13CCPS
OTU.5931,,30,13CCPS
OTU.5930,,30,13CCPS
OTU.5939,,30,13CCPS
OTU.5938,,30,13CCPS
OTU.4048,,30,13CCPS
OTU.4049,0.013740994,30,13CCPS
OTU.4044,,30,13CCPS
OTU.4045,,30,13CCPS
OTU.4046,,30,13CCPS
OTU.4047,-0.004751158,30,13CCPS
OTU.4040,,30,13CCPS
OTU.4041,,30,13CCPS
OTU.4042,,30,13CCPS
OTU.4043,,30,13CCPS
OTU.233,0.000878573,30,13CCPS
OTU.919,0.019455511,30,13CCPS
OTU.918,0.006827906,30,13CCPS
OTU.669,0.024347349,30,13CCPS
OTU.668,-0.018466973,30,13CCPS
OTU.667,0.010690251,30,13CCPS
OTU.666,-0.010396501,30,13CCPS
OTU.665,0.002788449,30,13CCPS
OTU.664,-0.006799241,30,13CCPS
OTU.663,0.0285233,30,13CCPS
OTU.662,0.000496455,30,13CCPS
OTU.661,-0.013877586,30,13CCPS
OTU.660,0.003814042,30,13CCPS
OTU.3092,-0.003303233,30,13CCPS
OTU.3093,-0.032505935,30,13CCPS
OTU.3090,,30,13CCPS
OTU.3091,,30,13CCPS
OTU.3096,,30,13CCPS
OTU.3097,0.004415216,30,13CCPS
OTU.3094,,30,13CCPS
OTU.3095,,30,13CCPS
OTU.3098,,30,13CCPS
OTU.3099,0.017537395,30,13CCPS
OTU.5555,-0.001279015,30,13CCPS
OTU.5554,,30,13CCPS
OTU.2277,,30,13CCPS
OTU.2276,-0.027299311,30,13CCPS
OTU.2271,0.019680999,30,13CCPS
OTU.5550,,30,13CCPS
OTU.5553,,30,13CCPS
OTU.2272,,30,13CCPS
OTU.2279,,30,13CCPS
OTU.2278,,30,13CCPS
OTU.2825,,30,13CCPS
OTU.2827,-0.026858081,30,13CCPS
OTU.4606,,30,13CCPS
OTU.4607,,30,13CCPS
OTU.4604,,30,13CCPS
OTU.4605,,30,13CCPS
OTU.4602,,30,13CCPS
OTU.4603,,30,13CCPS
OTU.4600,,30,13CCPS
OTU.4601,,30,13CCPS
OTU.4608,,30,13CCPS
OTU.4609,,30,13CCPS
OTU.4558,,30,13CCPS
OTU.4559,,30,13CCPS
OTU.4556,,30,13CCPS
OTU.3058,-0.002081054,30,13CCPS
OTU.4557,-0.00438345,30,13CCPS
OTU.4554,,30,13CCPS
OTU.4555,,30,13CCPS
OTU.4552,-0.001174517,30,13CCPS
OTU.4553,,30,13CCPS
OTU.4550,,30,13CCPS
OTU.4551,,30,13CCPS
OTU.5230,,30,13CCPS
OTU.5231,,30,13CCPS
OTU.5232,,30,13CCPS
OTU.5233,,30,13CCPS
OTU.5234,,30,13CCPS
OTU.5235,,30,13CCPS
OTU.5236,,30,13CCPS
OTU.5237,,30,13CCPS
OTU.5238,,30,13CCPS
OTU.5239,,30,13CCPS
OTU.617,0.027811585,30,13CCPS
OTU.3544,,30,13CCPS
OTU.4181,,30,13CCPS
OTU.4180,,30,13CCPS
OTU.4183,,30,13CCPS
OTU.4182,,30,13CCPS
OTU.4185,,30,13CCPS
OTU.4184,,30,13CCPS
OTU.4187,,30,13CCPS
OTU.4186,,30,13CCPS
OTU.4189,,30,13CCPS
OTU.4188,,30,13CCPS
OTU.3409,,30,13CCPS
OTU.3408,,30,13CCPS
OTU.3401,,30,13CCPS
OTU.3400,,30,13CCPS
OTU.3403,,30,13CCPS
OTU.3402,,30,13CCPS
OTU.3405,,30,13CCPS
OTU.3404,,30,13CCPS
OTU.3407,,30,13CCPS
OTU.3406,0.024243039,30,13CCPS
OTU.614,-0.006975972,30,13CCPS
OTU.4989,,30,13CCPS
OTU.4988,,30,13CCPS
OTU.272,0.003698722,30,13CCPS
OTU.273,0.014676428,30,13CCPS
OTU.274,0.012289143,30,13CCPS
OTU.275,0.002203594,30,13CCPS
OTU.276,-0.004511983,30,13CCPS
OTU.277,-0.002169645,30,13CCPS
OTU.4981,0.006042268,30,13CCPS
OTU.4980,,30,13CCPS
OTU.4983,,30,13CCPS
OTU.4982,,30,13CCPS
OTU.4985,,30,13CCPS
OTU.4984,,30,13CCPS
OTU.4987,,30,13CCPS
OTU.4986,,30,13CCPS
OTU.1757,,30,13CCPS
OTU.1756,-0.01101519,30,13CCPS
OTU.1755,-0.00632411,30,13CCPS
OTU.1754,0.0164357,30,13CCPS
OTU.1753,,30,13CCPS
OTU.1752,,30,13CCPS
OTU.1751,,30,13CCPS
OTU.1750,,30,13CCPS
OTU.1759,,30,13CCPS
OTU.1758,,30,13CCPS
OTU.2431,-0.014663503,30,13CCPS
OTU.3669,,30,13CCPS
OTU.3668,,30,13CCPS
OTU.3665,,30,13CCPS
OTU.3664,,30,13CCPS
OTU.3667,,30,13CCPS
OTU.3666,,30,13CCPS
OTU.3661,,30,13CCPS
OTU.3660,-0.010364681,30,13CCPS
OTU.3663,,30,13CCPS
OTU.3662,,30,13CCPS
OTU.325,0.000282633,30,13CCPS
OTU.494,0.010154428,30,13CCPS
OTU.495,-0.011298282,30,13CCPS
OTU.496,-0.002483223,30,13CCPS
OTU.497,0.010135348,30,13CCPS
OTU.490,-0.000469268,30,13CCPS
OTU.491,0.002307062,30,13CCPS
OTU.492,0.001198229,30,13CCPS
OTU.493,-0.00181305,30,13CCPS
OTU.498,-0.008038687,30,13CCPS
OTU.499,0.005476891,30,13CCPS
OTU.2495,,30,13CCPS
OTU.3543,,30,13CCPS
OTU.615,-0.008668412,30,13CCPS
OTU.1809,0.029217359,30,13CCPS
OTU.1808,-0.040425235,30,13CCPS
OTU.1807,,30,13CCPS
OTU.1806,0.015207926,30,13CCPS
OTU.1805,,30,13CCPS
OTU.1804,,30,13CCPS
OTU.1803,,30,13CCPS
OTU.1802,0.023660412,30,13CCPS
OTU.1801,,30,13CCPS
OTU.1800,-0.007715257,30,13CCPS
OTU.519,0.018052474,30,13CCPS
OTU.518,0.006033083,30,13CCPS
OTU.2541,-0.005824793,30,13CCPS
OTU.2540,,30,13CCPS
OTU.2138,0.001087257,30,13CCPS
OTU.2139,,30,13CCPS
OTU.2136,0.00925157,30,13CCPS
OTU.2547,0.010733606,30,13CCPS
OTU.2134,-0.017030156,30,13CCPS
OTU.2135,,30,13CCPS
OTU.2132,,30,13CCPS
OTU.2133,,30,13CCPS
OTU.2130,,30,13CCPS
OTU.2546,0.005083724,30,13CCPS
OTU.2545,,30,13CCPS
OTU.4919,,30,13CCPS
OTU.4916,,30,13CCPS
OTU.4917,,30,13CCPS
OTU.2131,-0.015036561,30,13CCPS
OTU.2549,0.024203052,30,13CCPS
OTU.4915,,30,13CCPS
OTU.4912,,30,13CCPS
OTU.514,0.008217098,30,13CCPS
OTU.3542,,30,13CCPS
OTU.4911,,30,13CCPS
OTU.2369,,30,13CCPS
OTU.1111,0.019353216,30,13CCPS
OTU.1110,0.018160257,30,13CCPS
OTU.1113,-0.053068929,30,13CCPS
OTU.4472,,30,13CCPS
OTU.1115,0.003408514,30,13CCPS
OTU.1114,0.003894164,30,13CCPS
OTU.4477,,30,13CCPS
OTU.4476,,30,13CCPS
OTU.1119,-0.015911495,30,13CCPS
OTU.1118,0.03261327,30,13CCPS
OTU.3984,,30,13CCPS
OTU.3985,,30,13CCPS
OTU.3986,,30,13CCPS
OTU.3987,,30,13CCPS
OTU.3980,,30,13CCPS
OTU.3981,,30,13CCPS
OTU.3982,-0.016592523,30,13CCPS
OTU.3983,,30,13CCPS
OTU.3988,-0.007515665,30,13CCPS
OTU.3989,,30,13CCPS
OTU.2367,,30,13CCPS
OTU.243,0.001417824,30,13CCPS
OTU.1238,0.025469762,30,13CCPS
OTU.1239,0.011782933,30,13CCPS
OTU.1234,-0.018513628,30,13CCPS
OTU.1235,0.020536364,30,13CCPS
OTU.1236,,30,13CCPS
OTU.1237,-0.00299535,30,13CCPS
OTU.2366,,30,13CCPS
OTU.1231,0.03433216,30,13CCPS
OTU.1232,-0.022402889,30,13CCPS
OTU.1233,0.015905499,30,13CCPS
OTU.242,0.000562968,30,13CCPS
OTU.4169,,30,13CCPS
OTU.4168,,30,13CCPS
OTU.1582,-0.059385464,30,13CCPS
OTU.1447,,30,13CCPS
OTU.1580,0.012908135,30,13CCPS
OTU.1581,-0.004553325,30,13CCPS
OTU.1586,-0.010571896,30,13CCPS
OTU.1587,,30,13CCPS
OTU.4064,,30,13CCPS
OTU.4065,,30,13CCPS
OTU.1588,,30,13CCPS
OTU.4069,,30,13CCPS
OTU.4165,-0.044619522,30,13CCPS
OTU.4164,,30,13CCPS
OTU.4163,,30,13CCPS
OTU.4162,,30,13CCPS
OTU.4161,,30,13CCPS
OTU.4160,,30,13CCPS
OTU.2758,0.008914268,30,13CCPS
OTU.2759,,30,13CCPS
OTU.5919,,30,13CCPS
OTU.5918,,30,13CCPS
OTU.5915,,30,13CCPS
OTU.5914,,30,13CCPS
OTU.5917,,30,13CCPS
OTU.5916,,30,13CCPS
OTU.5911,,30,13CCPS
OTU.5910,,30,13CCPS
OTU.5913,,30,13CCPS
OTU.5912,,30,13CCPS
OTU.649,0.059411066,30,13CCPS
OTU.648,-0.008891244,30,13CCPS
OTU.399,0.008504947,30,13CCPS
OTU.398,-0.00272349,30,13CCPS
OTU.393,-0.003223588,30,13CCPS
OTU.392,-0.005915464,30,13CCPS
OTU.391,-0.002540426,30,13CCPS
OTU.390,0.005827009,30,13CCPS
OTU.397,-0.008928708,30,13CCPS
OTU.396,-0.006789934,30,13CCPS
OTU.395,0.001596502,30,13CCPS
OTU.394,-0.00615157,30,13CCPS
OTU.5522,,30,13CCPS
OTU.4668,,30,13CCPS
OTU.4669,,30,13CCPS
OTU.4664,,30,13CCPS
OTU.4665,,30,13CCPS
OTU.4666,,30,13CCPS
OTU.4667,,30,13CCPS
OTU.4660,,30,13CCPS
OTU.4661,,30,13CCPS
OTU.4662,,30,13CCPS
OTU.4663,,30,13CCPS
OTU.2241,-0.000139732,30,13CCPS
OTU.2242,-0.017747149,30,13CCPS
OTU.2243,,30,13CCPS
OTU.5216,,30,13CCPS
OTU.5217,,30,13CCPS
OTU.5214,,30,13CCPS
OTU.5215,0.005745375,30,13CCPS
OTU.2932,,30,13CCPS
OTU.5213,,30,13CCPS
OTU.5210,,30,13CCPS
OTU.5211,-0.001175763,30,13CCPS
OTU.5218,,30,13CCPS
OTU.2939,,30,13CCPS
OTU.4471,,30,13CCPS
OTU.4470,,30,13CCPS
OTU.4473,,30,13CCPS
OTU.5380,,30,13CCPS
OTU.1112,-0.015478532,30,13CCPS
OTU.2861,,30,13CCPS
OTU.4475,,30,13CCPS
OTU.5382,0.025325835,30,13CCPS
OTU.4474,,30,13CCPS
OTU.2863,,30,13CCPS
OTU.546,-0.01736686,30,13CCPS
OTU.2864,,30,13CCPS
OTU.1116,-0.011496025,30,13CCPS
OTU.2865,,30,13CCPS
OTU.4479,,30,13CCPS
OTU.5386,,30,13CCPS
OTU.4478,0.019680999,30,13CCPS
OTU.5387,,30,13CCPS
OTU.3469,,30,13CCPS
OTU.3468,,30,13CCPS
OTU.3467,,30,13CCPS
OTU.3466,,30,13CCPS
OTU.3465,,30,13CCPS
OTU.3464,,30,13CCPS
OTU.3463,,30,13CCPS
OTU.3462,,30,13CCPS
OTU.3461,,30,13CCPS
OTU.3460,,30,13CCPS
OTU.258,-0.004273429,30,13CCPS
OTU.259,0.004837609,30,13CCPS
OTU.1779,,30,13CCPS
OTU.1778,,30,13CCPS
OTU.252,-0.00859534,30,13CCPS
OTU.253,-0.000976543,30,13CCPS
OTU.250,-0.007872575,30,13CCPS
OTU.251,-0.005919566,30,13CCPS
OTU.256,0.004165936,30,13CCPS
OTU.257,0.008299974,30,13CCPS
OTU.254,-0.006568098,30,13CCPS
OTU.255,0.016602993,30,13CCPS
OTU.3683,0.040108782,30,13CCPS
OTU.3682,,30,13CCPS
OTU.3681,,30,13CCPS
OTU.3680,,30,13CCPS
OTU.3687,,30,13CCPS
OTU.3686,,30,13CCPS
OTU.3685,,30,13CCPS
OTU.3684,,30,13CCPS
OTU.3689,,30,13CCPS
OTU.3688,-0.045399147,30,13CCPS
OTU.6209,,30,13CCPS
OTU.5245,,30,13CCPS
OTU.776,0.009379073,30,13CCPS
OTU.1723,,30,13CCPS
OTU.5244,,30,13CCPS
OTU.4458,,30,13CCPS
OTU.5450,,30,13CCPS
OTU.5451,,30,13CCPS
OTU.5452,,30,13CCPS
OTU.5453,,30,13CCPS
OTU.5454,,30,13CCPS
OTU.5455,,30,13CCPS
OTU.2488,,30,13CCPS
OTU.5457,,30,13CCPS
OTU.5458,,30,13CCPS
OTU.2487,,30,13CCPS
OTU.2484,,30,13CCPS
OTU.1720,-0.008650719,30,13CCPS
OTU.2482,-0.032864484,30,13CCPS
OTU.2483,,30,13CCPS
OTU.2480,0.000128585,30,13CCPS
OTU.2481,,30,13CCPS
OTU.1825,0.006490916,30,13CCPS
OTU.1824,,30,13CCPS
OTU.1827,0.061845737,30,13CCPS
OTU.1826,-0.001638466,30,13CCPS
OTU.1821,,30,13CCPS
OTU.1820,,30,13CCPS
OTU.1823,,30,13CCPS
OTU.1822,0.029280134,30,13CCPS
OTU.1721,0.047223469,30,13CCPS
OTU.1829,0.039639371,30,13CCPS
OTU.1828,-0.005097138,30,13CCPS
OTU.2154,0.031216132,30,13CCPS
OTU.2155,,30,13CCPS
OTU.2156,-0.01463596,30,13CCPS
OTU.2157,,30,13CCPS
OTU.2150,-0.013894095,30,13CCPS
OTU.2151,,30,13CCPS
OTU.2152,,30,13CCPS
OTU.2153,,30,13CCPS
OTU.2158,-0.038673799,30,13CCPS
OTU.2159,0.027964574,30,13CCPS
OTU.1230,0.011004081,30,13CCPS
OTU.2309,,30,13CCPS
OTU.5223,,30,13CCPS
OTU.2902,,30,13CCPS
OTU.2308,-0.001782199,30,13CCPS
OTU.5221,,30,13CCPS
OTU.2900,0.007197488,30,13CCPS
OTU.2907,,30,13CCPS
OTU.2906,,30,13CCPS
OTU.2905,,30,13CCPS
OTU.2904,,30,13CCPS
OTU.2909,,30,13CCPS
OTU.128,-0.000847352,30,13CCPS
OTU.2908,,30,13CCPS
OTU.129,-0.002564731,30,13CCPS
OTU.4833,,30,13CCPS
OTU.4832,,30,13CCPS
OTU.2402,,30,13CCPS
OTU.2403,,30,13CCPS
OTU.4417,,30,13CCPS
OTU.4416,-0.003559243,30,13CCPS
OTU.4415,,30,13CCPS
OTU.4414,,30,13CCPS
OTU.4413,,30,13CCPS
OTU.4412,,30,13CCPS
OTU.4411,-0.055362126,30,13CCPS
OTU.4410,,30,13CCPS
OTU.2401,,30,13CCPS
OTU.4419,,30,13CCPS
OTU.4418,,30,13CCPS
OTU.120,0.012637833,30,13CCPS
OTU.121,0.002222966,30,13CCPS
OTU.1212,-0.011093987,30,13CCPS
OTU.1213,0.007920452,30,13CCPS
OTU.1210,0.000386118,30,13CCPS
OTU.1211,,30,13CCPS
OTU.1216,,30,13CCPS
OTU.126,-0.00900738,30,13CCPS
OTU.1214,,30,13CCPS
OTU.1215,-0.004449976,30,13CCPS
OTU.1218,-0.007992639,30,13CCPS
OTU.127,0.005036715,30,13CCPS
OTU.4456,,30,13CCPS
OTU.5361,,30,13CCPS
OTU.5366,-0.007037046,30,13CCPS
OTU.4062,,30,13CCPS
OTU.1583,0.02632353,30,13CCPS
OTU.4060,,30,13CCPS
OTU.4061,,30,13CCPS
OTU.4066,,30,13CCPS
OTU.4067,,30,13CCPS
OTU.1584,0.01133499,30,13CCPS
OTU.1585,-0.008925415,30,13CCPS
OTU.4068,,30,13CCPS
OTU.1589,-0.049445569,30,13CCPS
OTU.2307,0.01525511,30,13CCPS
OTU.2306,0.021470571,30,13CCPS
OTU.1545,0.012374726,30,13CCPS
OTU.623,0.003410044,30,13CCPS
OTU.622,-0.012099105,30,13CCPS
OTU.621,-0.005321553,30,13CCPS
OTU.620,0.00144373,30,13CCPS
OTU.627,0.020342152,30,13CCPS
OTU.626,0.005072913,30,13CCPS
OTU.625,-0.005652039,30,13CCPS
OTU.624,0.031946433,30,13CCPS
OTU.629,0.000190463,30,13CCPS
OTU.628,0.008993494,30,13CCPS
OTU.3148,0.000296859,30,13CCPS
OTU.3149,,30,13CCPS
OTU.3140,0.047223469,30,13CCPS
OTU.3141,,30,13CCPS
OTU.3142,,30,13CCPS
OTU.3143,,30,13CCPS
OTU.3144,0.000128585,30,13CCPS
OTU.3145,,30,13CCPS
OTU.3146,,30,13CCPS
OTU.3147,,30,13CCPS
OTU.4642,,30,13CCPS
OTU.4643,,30,13CCPS
OTU.4640,,30,13CCPS
OTU.4641,0.014681573,30,13CCPS
OTU.4646,,30,13CCPS
OTU.4647,-0.025905283,30,13CCPS
OTU.4644,,30,13CCPS
OTU.4645,-0.030299541,30,13CCPS
OTU.4648,,30,13CCPS
OTU.4649,,30,13CCPS
OTU.5669,,30,13CCPS
OTU.5668,,30,13CCPS
OTU.5663,,30,13CCPS
OTU.5662,,30,13CCPS
OTU.5661,,30,13CCPS
OTU.5660,,30,13CCPS
OTU.5667,0.000914426,30,13CCPS
OTU.5666,,30,13CCPS
OTU.5665,,30,13CCPS
OTU.5664,,30,13CCPS
OTU.2958,,30,13CCPS
