OTU,shift,Day,Treatment
OTU.5551,,30,13CCPS
OTU.2270,-0.000722063,30,13CCPS
OTU.1508,,30,13CCPS
OTU.1509,0.010340591,30,13CCPS
OTU.2273,,30,13CCPS
OTU.1502,,30,13CCPS
OTU.1503,-0.003521331,30,13CCPS
OTU.1500,,30,13CCPS
OTU.1501,0.002484794,30,13CCPS
OTU.1506,-0.027656876,30,13CCPS
OTU.1507,0.023195872,30,13CCPS
OTU.1504,0.002448992,30,13CCPS
OTU.1505,0.025604189,30,13CCPS
OTU.6152,,30,13CCPS
OTU.3562,,30,13CCPS
OTU.3563,,30,13CCPS
OTU.3560,,30,13CCPS
OTU.3561,0.007604149,30,13CCPS
OTU.3566,,30,13CCPS
OTU.3567,,30,13CCPS
OTU.3564,,30,13CCPS
OTU.3565,,30,13CCPS
OTU.5559,-0.007734433,30,13CCPS
OTU.3568,,30,13CCPS
OTU.3569,,30,13CCPS
OTU.5558,,30,13CCPS
OTU.6233,,30,13CCPS
OTU.2437,,30,13CCPS
OTU.6232,,30,13CCPS
OTU.2436,,30,13CCPS
OTU.979,0.001458989,30,13CCPS
OTU.978,0.010181961,30,13CCPS
OTU.977,0.025975914,30,13CCPS
OTU.976,0.007542586,30,13CCPS
OTU.975,-0.002270326,30,13CCPS
OTU.974,0.01265208,30,13CCPS
OTU.973,0.027359538,30,13CCPS
OTU.972,-0.00061358,30,13CCPS
OTU.971,0.038773542,30,13CCPS
OTU.970,,30,13CCPS
OTU.2435,0.022058701,30,13CCPS
OTU.6156,0.010716082,30,13CCPS
OTU.6157,,30,13CCPS
OTU.5533,,30,13CCPS
OTU.5532,,30,13CCPS
OTU.5531,,30,13CCPS
OTU.5530,,30,13CCPS
OTU.5537,,30,13CCPS
OTU.5536,,30,13CCPS
OTU.2215,,30,13CCPS
OTU.2214,-0.017747149,30,13CCPS
OTU.2749,,30,13CCPS
OTU.2748,0.004426816,30,13CCPS
OTU.5539,0.016689357,30,13CCPS
OTU.2218,,30,13CCPS
OTU.6158,,30,13CCPS
OTU.5802,,30,13CCPS
OTU.6159,,30,13CCPS
OTU.2438,,30,13CCPS
OTU.4378,,30,13CCPS
OTU.4379,,30,13CCPS
OTU.4372,,30,13CCPS
OTU.4373,,30,13CCPS
OTU.4370,,30,13CCPS
OTU.4371,,30,13CCPS
OTU.4376,,30,13CCPS
OTU.4377,,30,13CCPS
OTU.4374,,30,13CCPS
OTU.4375,,30,13CCPS
OTU.4569,,30,13CCPS
OTU.1335,-0.014504648,30,13CCPS
OTU.1334,-0.007808359,30,13CCPS
OTU.1337,0.004580536,30,13CCPS
OTU.1336,-0.032505935,30,13CCPS
OTU.1331,,30,13CCPS
OTU.4210,,30,13CCPS
OTU.1333,,30,13CCPS
OTU.1332,,30,13CCPS
OTU.1339,-0.027419319,30,13CCPS
OTU.1338,0.000550717,30,13CCPS
OTU.1043,0.030899832,30,13CCPS
OTU.1042,-0.00295261,30,13CCPS
OTU.1041,0.020096328,30,13CCPS
OTU.1040,,30,13CCPS
OTU.1047,0.018005269,30,13CCPS
OTU.1046,-0.003084719,30,13CCPS
OTU.1045,-0.006625516,30,13CCPS
OTU.1044,0.005585043,30,13CCPS
OTU.5298,0.005954901,30,13CCPS
OTU.5299,,30,13CCPS
OTU.5296,,30,13CCPS
OTU.5297,,30,13CCPS
OTU.5294,,30,13CCPS
OTU.5295,,30,13CCPS
OTU.5292,,30,13CCPS
OTU.5293,,30,13CCPS
OTU.5290,,30,13CCPS
OTU.5291,0.035151679,30,13CCPS
OTU.2530,,30,13CCPS
OTU.2531,,30,13CCPS
OTU.4967,,30,13CCPS
OTU.4966,,30,13CCPS
OTU.4965,-0.001229708,30,13CCPS
OTU.4964,,30,13CCPS
OTU.4963,,30,13CCPS
OTU.4962,,30,13CCPS
OTU.4961,,30,13CCPS
OTU.4960,,30,13CCPS
OTU.4969,-0.002913598,30,13CCPS
OTU.4968,,30,13CCPS
OTU.4900,,30,13CCPS
OTU.6187,,30,13CCPS
OTU.6186,,30,13CCPS
OTU.6185,,30,13CCPS
OTU.6184,,30,13CCPS
OTU.6183,,30,13CCPS
OTU.6182,,30,13CCPS
OTU.6181,,30,13CCPS
OTU.6180,,30,13CCPS
OTU.6189,,30,13CCPS
OTU.6188,,30,13CCPS
OTU.560,0.01249052,30,13CCPS
OTU.561,-0.005641088,30,13CCPS
OTU.562,-0.008104797,30,13CCPS
OTU.563,0.010692873,30,13CCPS
OTU.564,0.000680681,30,13CCPS
OTU.565,0.021983949,30,13CCPS
OTU.566,-0.000774453,30,13CCPS
OTU.567,0.010528266,30,13CCPS
OTU.2514,,30,13CCPS
OTU.2515,,30,13CCPS
OTU.2516,0.014308235,30,13CCPS
OTU.2517,,30,13CCPS
OTU.2510,,30,13CCPS
OTU.2511,,30,13CCPS
OTU.2512,0.018653101,30,13CCPS
OTU.2513,,30,13CCPS
OTU.3609,,30,13CCPS
OTU.3608,,30,13CCPS
OTU.3603,0.006039063,30,13CCPS
OTU.3602,,30,13CCPS
OTU.3601,,30,13CCPS
OTU.3600,,30,13CCPS
OTU.3607,,30,13CCPS
OTU.3606,,30,13CCPS
OTU.3605,,30,13CCPS
OTU.3604,,30,13CCPS
OTU.788,-0.027066586,30,13CCPS
OTU.789,-0.008458638,30,13CCPS
OTU.784,0.003807964,30,13CCPS
OTU.785,-0.003966555,30,13CCPS
OTU.786,0.011641092,30,13CCPS
OTU.787,,30,13CCPS
OTU.780,-0.003729202,30,13CCPS
OTU.781,0.006759922,30,13CCPS
OTU.782,0.007928389,30,13CCPS
OTU.783,-0.004561892,30,13CCPS
OTU.4585,,30,13CCPS
OTU.4584,,30,13CCPS
OTU.4587,,30,13CCPS
OTU.4586,0.043646556,30,13CCPS
OTU.4581,,30,13CCPS
OTU.4580,,30,13CCPS
OTU.4583,,30,13CCPS
OTU.4582,,30,13CCPS
OTU.1937,-0.00989663,30,13CCPS
OTU.4589,,30,13CCPS
OTU.4588,,30,13CCPS
OTU.2538,0.006882841,30,13CCPS
OTU.6106,,30,13CCPS
OTU.2108,,30,13CCPS
OTU.2550,-0.005787975,30,13CCPS
OTU.2551,,30,13CCPS
OTU.2552,,30,13CCPS
OTU.2103,,30,13CCPS
OTU.2553,,30,13CCPS
OTU.5734,,30,13CCPS
OTU.2554,-0.003073077,30,13CCPS
OTU.2101,,30,13CCPS
OTU.2555,,30,13CCPS
OTU.2100,,30,13CCPS
OTU.298,-0.002071351,30,13CCPS
OTU.5768,,30,13CCPS
OTU.5769,,30,13CCPS
OTU.5766,,30,13CCPS
OTU.5767,,30,13CCPS
OTU.5764,,30,13CCPS
OTU.299,-0.001650582,30,13CCPS
OTU.5762,,30,13CCPS
OTU.5763,,30,13CCPS
OTU.5760,,30,13CCPS
OTU.5761,,30,13CCPS
OTU.296,0.005852229,30,13CCPS
OTU.5733,,30,13CCPS
OTU.297,0.001068707,30,13CCPS
OTU.2104,-0.01646729,30,13CCPS
OTU.294,0.008835382,30,13CCPS
OTU.295,-0.00106471,30,13CCPS
OTU.4927,,30,13CCPS
OTU.4926,-0.008235538,30,13CCPS
OTU.522,0.003427928,30,13CCPS
OTU.4924,,30,13CCPS
OTU.5359,,30,13CCPS
OTU.5358,,30,13CCPS
OTU.5357,,30,13CCPS
OTU.5356,,30,13CCPS
OTU.5355,,30,13CCPS
OTU.5354,,30,13CCPS
OTU.5353,,30,13CCPS
OTU.5352,,30,13CCPS
OTU.5351,,30,13CCPS
OTU.5350,,30,13CCPS
OTU.2556,,30,13CCPS
OTU.2477,0.042701416,30,13CCPS
OTU.3010,,30,13CCPS
OTU.1298,0.007257697,30,13CCPS
OTU.1299,-0.008976223,30,13CCPS
OTU.2557,,30,13CCPS
OTU.1293,0.018575756,30,13CCPS
OTU.1290,-0.029446121,30,13CCPS
OTU.1291,-0.000580683,30,13CCPS
OTU.1296,0.008914268,30,13CCPS
OTU.1297,0.017802517,30,13CCPS
OTU.1294,0.000610725,30,13CCPS
OTU.1295,0.013003895,30,13CCPS
OTU.3011,,30,13CCPS
OTU.1458,0.003466186,30,13CCPS
OTU.4179,,30,13CCPS
OTU.5979,-0.04579444,30,13CCPS
OTU.5978,-0.007703969,30,13CCPS
OTU.5973,,30,13CCPS
OTU.2475,0.007889965,30,13CCPS
OTU.5971,,30,13CCPS
OTU.5970,,30,13CCPS
OTU.5977,,30,13CCPS
OTU.5976,,30,13CCPS
OTU.5947,,30,13CCPS
OTU.5974,,30,13CCPS
OTU.3016,,30,13CCPS
OTU.4174,,30,13CCPS
OTU.4175,-0.00644776,30,13CCPS
OTU.4176,,30,13CCPS
OTU.4000,,30,13CCPS
OTU.4001,,30,13CCPS
OTU.4002,,30,13CCPS
OTU.4003,,30,13CCPS
OTU.4004,,30,13CCPS
OTU.4005,,30,13CCPS
OTU.4006,,30,13CCPS
OTU.4007,,30,13CCPS
OTU.4008,,30,13CCPS
OTU.1450,0.018142693,30,13CCPS
OTU.3017,,30,13CCPS
OTU.4171,,30,13CCPS
OTU.4172,,30,13CCPS
OTU.4173,,30,13CCPS
OTU.4829,-0.016584244,30,13CCPS
OTU.2473,-0.035833839,30,13CCPS
OTU.5994,,30,13CCPS
OTU.2472,,30,13CCPS
OTU.5992,,30,13CCPS
OTU.2471,-0.001849693,30,13CCPS
OTU.5998,,30,13CCPS
OTU.959,0.013737187,30,13CCPS
OTU.958,-0.005173892,30,13CCPS
OTU.951,0.015206924,30,13CCPS
OTU.950,0.006856898,30,13CCPS
OTU.953,0.002143607,30,13CCPS
OTU.952,-0.000749515,30,13CCPS
OTU.955,-0.004203713,30,13CCPS
OTU.954,0.015638458,30,13CCPS
OTU.4824,,30,13CCPS
OTU.2470,-0.043319659,30,13CCPS
OTU.4825,-0.033025078,30,13CCPS
OTU.5519,,30,13CCPS
OTU.2238,,30,13CCPS
OTU.5511,,30,13CCPS
OTU.2230,,30,13CCPS
OTU.5513,,30,13CCPS
OTU.5512,,30,13CCPS
OTU.2235,0.009614705,30,13CCPS
OTU.2234,,30,13CCPS
OTU.2237,,30,13CCPS
OTU.2236,,30,13CCPS
OTU.2727,,30,13CCPS
OTU.2726,,30,13CCPS
OTU.2725,,30,13CCPS
OTU.2724,-0.00531792,30,13CCPS
OTU.2723,0.008914268,30,13CCPS
OTU.2722,-0.009539804,30,13CCPS
OTU.2721,,30,13CCPS
OTU.2720,0.001409579,30,13CCPS
OTU.4822,-0.005997694,30,13CCPS
OTU.2729,0.002449392,30,13CCPS
OTU.2728,0.029903517,30,13CCPS
OTU.4821,,30,13CCPS
OTU.4913,-0.023118658,30,13CCPS
OTU.4390,-0.003310294,30,13CCPS
OTU.4391,,30,13CCPS
OTU.4392,,30,13CCPS
OTU.4393,-0.008992453,30,13CCPS
OTU.4394,,30,13CCPS
OTU.4395,,30,13CCPS
OTU.4396,,30,13CCPS
OTU.4397,,30,13CCPS
OTU.4398,,30,13CCPS
OTU.4399,,30,13CCPS
OTU.4949,0.000731709,30,13CCPS
OTU.4468,-0.002236082,30,13CCPS
OTU.5614,,30,13CCPS
OTU.1109,0.022254777,30,13CCPS
OTU.1106,-0.003335802,30,13CCPS
OTU.1107,0.007822133,30,13CCPS
OTU.4464,,30,13CCPS
OTU.1105,,30,13CCPS
OTU.5615,,30,13CCPS
OTU.1102,-0.022622098,30,13CCPS
OTU.1103,,30,13CCPS
OTU.4460,,30,13CCPS
OTU.1101,-0.017700796,30,13CCPS
OTU.838,0.004727078,30,13CCPS
OTU.3746,,30,13CCPS
OTU.3295,,30,13CCPS
OTU.3744,,30,13CCPS
OTU.2532,,30,13CCPS
OTU.2533,,30,13CCPS
OTU.548,0.015728713,30,13CCPS
OTU.3297,,30,13CCPS
OTU.2536,,30,13CCPS
OTU.2537,-0.00313146,30,13CCPS
OTU.2534,0.036897475,30,13CCPS
OTU.2535,,30,13CCPS
OTU.4945,,30,13CCPS
OTU.3290,,30,13CCPS
OTU.4947,,30,13CCPS
OTU.2539,,30,13CCPS
OTU.4941,,30,13CCPS
OTU.547,0.003206065,30,13CCPS
OTU.4943,,30,13CCPS
OTU.545,0.003163709,30,13CCPS
OTU.1843,,30,13CCPS
OTU.1842,,30,13CCPS
OTU.1841,0.002800152,30,13CCPS
OTU.1840,0.028516313,30,13CCPS
OTU.1847,0.038295509,30,13CCPS
OTU.1846,,30,13CCPS
OTU.1845,-0.006963891,30,13CCPS
OTU.1844,0.011816808,30,13CCPS
