"","p.value.13CCPS","p.value.13CXPS","OTU","Day"
"26395","0.596",NA,"OTU.1887","30"
"26396",NA,"0.4791","OTU.1985","30"
"26397",NA,NA,"OTU.2005","30"
"26398","0.4402","0.7698","OTU.2027","30"
"26399",NA,"0.5465","OTU.2229","30"
"26400",NA,NA,"OTU.2407","30"
"26401",NA,NA,"OTU.2540","30"
"26402",NA,NA,"OTU.2708","30"
"26403",NA,"0.5779","OTU.2785","30"
"26404",NA,NA,"OTU.2879","30"
"26405","0.3523",NA,"OTU.2954","30"
"26406",NA,NA,"OTU.2978","30"
"26407",NA,"0.0172","OTU.3094","30"
"26408",NA,NA,"OTU.3117","30"
"26409","0.582",NA,"OTU.3161","30"
"26410","0.0628",NA,"OTU.3406","30"
"26411",NA,NA,"OTU.3729","30"
"26412",NA,NA,"OTU.4150","30"
"26413",NA,NA,"OTU.4161","30"
"26414",NA,"0.4018","OTU.4196","30"
"26415","0.9582","0.8614","OTU.4416","30"
"26416","0.4644","0.6437","OTU.4859","30"
"26417","0.6301","0.7133","OTU.5170","30"
"26418","0.7147","0.6985","OTU.654","30"
"26419","0.1405","0.501","OTU.696","30"
"26420","0.1598","0.6628","OTU.881","30"
"26421","0.4727","0.3723","OTU.983","30"
"26422","0.669","0.9311","OTU.997","30"
"26423","0.5572","0.4781","OTU.1241","30"
"26424","0.2185",NA,"OTU.1653","30"
"26425",NA,NA,"OTU.1960","30"
"26426","0.7628",NA,"OTU.2117","30"
"26427","0.494","0.2978","OTU.2231","30"
"26428","0.7835","0.4008","OTU.2586","30"
"26429",NA,NA,"OTU.4011","30"
"26430","0.6552",NA,"OTU.789","30"
"26431","0.3302","0.4415","OTU.873","30"
"26432","0.9204",NA,"OTU.1045","30"
"26433","0.9246","0.962","OTU.1049","30"
"26434","0.8923",NA,"OTU.1066","30"
"26435","0.3788","0.4998","OTU.1068","30"
"26436","0.8524","0.6126","OTU.1102","30"
"26437","0.1773","0.505","OTU.1155","30"
"26438","0.457","0.6778","OTU.1166","30"
"26439","0.287",NA,"OTU.1169","30"
"26440","0.2878","0.7291","OTU.1173","30"
"26441","0.565","0.087","OTU.1184","30"
"26442","0.6402","0.1043","OTU.1188","30"
"26443",NA,NA,"OTU.1264","30"
"26444","0.5604",NA,"OTU.1315","30"
"26445","0.6114","0.1481","OTU.1335","30"
"26446","0.3567",NA,"OTU.1486","30"
"26447","0.7811","0.2187","OTU.1506","30"
"26448","0.6231","0.5149","OTU.1521","30"
"26449",NA,NA,"OTU.1523","30"
"26450","0.1344",NA,"OTU.1553","30"
"26451","0.6765","0.5347","OTU.1571","30"
"26452","0.7149",NA,"OTU.1580","30"
"26453","0.2306","0.6428","OTU.1626","30"
"26454","0.8266",NA,"OTU.1630","30"
"26455",NA,NA,"OTU.1666","30"
"26456",NA,NA,"OTU.1965","30"
"26457",NA,NA,"OTU.2125","30"
"26458","0.6658",NA,"OTU.2148","30"
"26459","0.2143",NA,"OTU.2159","30"
"26460","0.6765","0.7243","OTU.2242","30"
"26461",NA,NA,"OTU.2410","30"
"26462",NA,"0.4236","OTU.2433","30"
"26463",NA,NA,"OTU.2533","30"
"26464",NA,NA,"OTU.2693","30"
"26465","0.0683","0.5305","OTU.2732","30"
"26466",NA,NA,"OTU.2795","30"
"26467","0.6032","0.0241","OTU.2971","30"
"26468",NA,NA,"OTU.2998","30"
"26469","0.4327",NA,"OTU.3239","30"
"26470",NA,NA,"OTU.3240","30"
"26471",NA,NA,"OTU.3261","30"
"26472",NA,NA,"OTU.3314","30"
"26473",NA,NA,"OTU.3381","30"
"26474",NA,NA,"OTU.3732","30"
"26475",NA,NA,"OTU.3807","30"
"26476","0.1963","0.1665","OTU.4049","30"
"26477","0.6985",NA,"OTU.4108","30"
"26478","0.4901","0.1493","OTU.4115","30"
"26479",NA,NA,"OTU.4210","30"
"26480",NA,NA,"OTU.4430","30"
"26481",NA,"0.3998","OTU.5074","30"
"26482",NA,NA,"OTU.5520","30"
"26483","0.549","0.2953","OTU.5632","30"
"26484",NA,NA,"OTU.5916","30"
"26485","0.86","0.8357","OTU.605","30"
"26486",NA,NA,"OTU.6061","30"
"26487","0.3209","0.2132","OTU.629","30"
"26488","0.5151",NA,"OTU.677","30"
"26489","0.6454","0.8574","OTU.715","30"
"26490","0.5736",NA,"OTU.791","30"
"26491","0.985","0.9602","OTU.835","30"
"26492","0.608","0.6298","OTU.836","30"
"26493","0.3879","0.5836","OTU.871","30"
"26494","0.5698","0.8795","OTU.935","30"
"26495","0.9264",NA,"OTU.956","30"
"26496","0.608","0.6359","OTU.957","30"
"26497","0.4373","0.8522","OTU.998","30"
"26498","0.0631","0.4684","OTU.1792","30"
"26499","0.273","0.3511","OTU.612","30"
"26500","0.713","0.5952","OTU.597","30"
"26501",NA,NA,"OTU.6191","30"
"26502","0.3305","0.1153","OTU.965","30"
"26503","0.2563","0.3766","OTU.1574","30"
"26504",NA,NA,"OTU.4357","30"
"26505","0.2287","0.281","OTU.571","30"
"26506","0.3984","0.4601","OTU.640","30"
"26507","0.592","0.8229","OTU.1129","30"
"26508","0.2272","0.5805","OTU.1358","30"
"26509","0.3664",NA,"OTU.1933","30"
"26510","0.7627","0.8382","OTU.3909","30"
"26511",NA,NA,"OTU.4386","30"
"26512","0.8764",NA,"OTU.1088","30"
"26513","0.3949","0.2523","OTU.1089","30"
"26514",NA,NA,"OTU.1145","30"
"26515",NA,NA,"OTU.1417","30"
"26516","0.3335",NA,"OTU.1816","30"
"26517","0.1916","0.9436","OTU.3473","30"
"26518","0.1974","0.6592","OTU.682","30"
"26519","0.4477","0.5388","OTU.2790","30"
"26520","0.7403","0.9805","OTU.1163","30"
"26521","0.9029","0.9127","OTU.1282","30"
"26522","0.4027","0.854","OTU.1296","30"
"26523","0.1511","0.8511","OTU.1298","30"
"26524",NA,"0.7797","OTU.1310","30"
"26525","0.7154","0.9729","OTU.1394","30"
"26526","0.7998","0.6976","OTU.1439","30"
"26527","0.5083","0.5284","OTU.1462","30"
"26528",NA,NA,"OTU.1559","30"
"26529",NA,"0.5948","OTU.1587","30"
"26530","0.6153","0.8197","OTU.1634","30"
"26531",NA,NA,"OTU.1777","30"
"26532","0.7974","0.8957","OTU.1837","30"
"26533",NA,"0.6921","OTU.1941","30"
"26534","0.6378","0.9796","OTU.1963","30"
"26535",NA,"0.8737","OTU.2026","30"
"26536","0.2843","0.7184","OTU.2233","30"
"26537",NA,"0.7494","OTU.2336","30"
"26538","0.3401","0.9933","OTU.2345","30"
"26539","0.2286","0.5284","OTU.2349","30"
"26540","0.8291","0.9494","OTU.2509","30"
"26541",NA,NA,"OTU.2521","30"
"26542","0.9132","0.9743","OTU.2583","30"
"26543","0.5355","0.7907","OTU.2633","30"
"26544","0.6094","0.8234","OTU.2917","30"
"26545",NA,NA,"OTU.3004","30"
"26546","0.191","0.7843","OTU.3129","30"
"26547","0.5231","0.551","OTU.3795","30"
"26548","0.7814","0.9743","OTU.3884","30"
"26549",NA,NA,"OTU.3924","30"
"26550",NA,NA,"OTU.4168","30"
"26551","0.473","0.8663","OTU.4227","30"
"26552","0.7541","0.8737","OTU.452","30"
"26553",NA,NA,"OTU.4674","30"
"26554",NA,"0.6786","OTU.4756","30"
"26555",NA,"0.4926","OTU.4847","30"
"26556","0.3882","0.6428","OTU.4853","30"
"26557",NA,NA,"OTU.4990","30"
"26558","0.4901","0.5193","OTU.5152","30"
"26559",NA,NA,"OTU.5199","30"
"26560",NA,NA,"OTU.5302","30"
"26561","0.5926","0.5745","OTU.5559","30"
"26562",NA,NA,"OTU.5804","30"
"26563","0.4128","0.8184","OTU.5982","30"
"26564",NA,NA,"OTU.5989","30"
"26565","0.0964","0.8228","OTU.6171","30"
"26566","0.8208","0.8628","OTU.622","30"
"26567","0.8086","0.8397","OTU.655","30"
"26568","0.5753","0.7707","OTU.712","30"
"26569","0.4375","0.2923","OTU.849","30"
"26570","0.3241",NA,"OTU.1209","30"
"26571","0.3049",NA,"OTU.1934","30"
"26572","0.4225",NA,"OTU.2538","30"
"26573",NA,NA,"OTU.3713","30"
"26574","0.1813","0.8801","OTU.752","30"
"26575","0.0085",NA,"OTU.923","30"
"26576","0.5538","0.3672","OTU.961","30"
"26577",NA,NA,"OTU.1006","30"
"26578","0.8645","0.9663","OTU.1085","30"
"26579","0.7487","0.1849","OTU.1096","30"
"26580",NA,"0.1125","OTU.1149","30"
"26581",NA,"0.2981","OTU.1151","30"
"26582","0.948","0.682","OTU.1167","30"
"26583","0.3847","0.0645","OTU.1254","30"
"26584","0.6269","0.1306","OTU.1349","30"
"26585","0.5968","0.2464","OTU.1468","30"
"26586","0.6178","0.4262","OTU.1586","30"
"26587",NA,NA,"OTU.1619","30"
"26588","0.1007","0.1064","OTU.1684","30"
"26589",NA,"0.1968","OTU.1943","30"
"26590",NA,NA,"OTU.1970","30"
"26591",NA,NA,"OTU.1977","30"
"26592","0.4075","0.1734","OTU.2397","30"
"26593","0.5113","0.2341","OTU.2537","30"
"26594","0.7979","0.6109","OTU.2589","30"
"26595",NA,"0.4043","OTU.2631","30"
"26596",NA,NA,"OTU.2645","30"
"26597",NA,NA,"OTU.2725","30"
"26598","0.4132","0.0112","OTU.2729","30"
"26599","0.8875","0.7929","OTU.3499","30"
"26600",NA,NA,"OTU.3556","30"
"26601","0.1823","0.1017","OTU.3594","30"
"26602","0.4724","0.2586","OTU.367","30"
"26603","0.518","0.485","OTU.3860","30"
"26604",NA,"0.1803","OTU.3880","30"
"26605","0.5758","0.7834","OTU.4175","30"
"26606","0.0972","0.0326","OTU.4382","30"
"26607","0.6342","0.178","OTU.5046","30"
"26608",NA,"0.0875","OTU.5387","30"
"26609","0.6471","0.0287","OTU.5648","30"
"26610","0.5452","0.4024","OTU.578","30"
"26611","0.1579","0.3402","OTU.5880","30"
"26612","0.139","0.0051","OTU.6046","30"
"26613","0.0583","0.0021","OTU.609","30"
"26614","0.0185","0.0096","OTU.649","30"
"26615","0.5013","0.1784","OTU.817","30"
"26616","0.2139","0.5039","OTU.1609","30"
"26617","0.1309","0.7102","OTU.799","30"
"26618","0.2018",NA,"OTU.1312","30"
"26619",NA,NA,"OTU.3855","30"
"26620","0.3471",NA,"OTU.4490","30"
"26621",NA,NA,"OTU.5974","30"
"26622","0.7151","0.8327","OTU.1229","30"
"26623","0.4737","0.1626","OTU.1232","30"
"26624","0.8976","0.4871","OTU.1290","30"
"26625","0.7921","0.3615","OTU.1442","30"
"26626","0.1404","0.1234","OTU.1495","30"
"26627","0.1053","0.7598","OTU.1889","30"
"26628",NA,"0.0021","OTU.1961","30"
"26629",NA,"2e-04","OTU.2531","30"
"26630",NA,"0.3862","OTU.2620","30"
"26631","0.7375","0.2128","OTU.3259","30"
"26632",NA,NA,"OTU.4021","30"
"26633","0.3542","0.4001","OTU.4641","30"
"26634","0.0928","0.6172","OTU.577","30"
"26635","0.9124","0.8839","OTU.666","30"
"26636","0.2946","0.0031","OTU.798","30"
"26637","0.1736",NA,"OTU.658","30"
"26638","0.1977","0.0562","OTU.1494","30"
"26639",NA,NA,"OTU.1852","30"
"26640","0.7724","0.8036","OTU.4529","30"
"26641","0.6366","0.9859","OTU.875","30"
"26642","0.3291","0.5069","OTU.1278","30"
"26643","0.6875","0.1581","OTU.2134","30"
"26644",NA,NA,"OTU.5694","30"
"26645","0.8581","0.9685","OTU.931","30"
"26646","0.3801","0.4895","OTU.966","30"
"26647","0.5177","0.3542","OTU.1080","30"
"26648","0.4906","0.4182","OTU.1099","30"
"26649","0.5877","0.2649","OTU.1133","30"
"26650","0.6384","0.4367","OTU.1170","30"
"26651","0.4765","0.193","OTU.1201","30"
"26652",NA,NA,"OTU.1474","30"
"26653","0.2233","0.2658","OTU.1498","30"
"26654","0.0175","0.2221","OTU.1513","30"
"26655","0.8353","0.7804","OTU.1581","30"
"26656","0.8708","0.7877","OTU.1733","30"
"26657",NA,"0.4421","OTU.1811","30"
"26658","0.3789","0.1389","OTU.1834","30"
"26659","0.3252","0.3805","OTU.1862","30"
"26660",NA,"0.4786","OTU.1892","30"
"26661","0.6427","0.6985","OTU.1896","30"
"26662","0.5409","0.1072","OTU.1975","30"
"26663","0.7986","0.5106","OTU.2147","30"
"26664","0.5359","0.2886","OTU.2172","30"
"26665","0.3434","0.2036","OTU.2406","30"
"26666","0.046","0.2364","OTU.2559","30"
"26667","0.4021","0.2978","OTU.2887","30"
"26668",NA,"0.5347","OTU.3013","30"
"26669",NA,NA,"OTU.3225","30"
"26670","0.7723","0.54","OTU.3296","30"
"26671",NA,NA,"OTU.4282","30"
"26672","0.0954","0.3571","OTU.5215","30"
"26673",NA,"0.1609","OTU.5698","30"
"26674",NA,NA,"OTU.5913","30"
"26675","0.051","0.3435","OTU.738","30"
"26676","0.2859","0.1507","OTU.872","30"
"26677","0.8386","0.3878","OTU.947","30"
"26678","0.2522","0.4311","OTU.980","30"
"26679","0.1363","0.8461","OTU.1042","30"
"26680","0.5955","0.8221","OTU.4965","30"
"26681","0.2751","0.6184","OTU.1473","30"
"26682","0.5913",NA,"OTU.1825","30"
"26683","0.4034",NA,"OTU.2468","30"
"26684",NA,NA,"OTU.2830","30"
"26685",NA,NA,"OTU.5222","30"
"26686",NA,NA,"OTU.5866","30"
"26687",NA,NA,"OTU.6041","30"
"26688",NA,NA,"OTU.6144","30"
"26689","0.5336",NA,"OTU.684","30"
"26690","0.7082","0.8072","OTU.868","30"
"26691",NA,NA,"OTU.1405","30"
"26692","0.4938",NA,"OTU.2240","30"
"26693","0.4457","0.7737","OTU.913","30"
"26694","0.6629","0.8923","OTU.648","30"
"26695","0.5117","0.3987","OTU.3922","30"
"26696",NA,NA,"OTU.5592","30"
"26697","0.4827","0.8388","OTU.5785","30"
"26698","0.1343","0.7024","OTU.6230","30"
"26699","0.3499",NA,"OTU.1239","30"
"26700","0.8912","0.9267","OTU.2031","30"
"26701","0.4977","0.9991","OTU.3165","30"
"26702","0.2919","0.7057","OTU.4230","30"
"26703",NA,NA,"OTU.5033","30"
"26704","0.6085","0.68","OTU.535","30"
"26705","0.5198","0.8449","OTU.5671","30"
"26706","0.9368","0.9739","OTU.585","30"
"26707","0.9704","0.9854","OTU.788","30"
"26708","0.4265","0.8787","OTU.792","30"
"26709","0.39","0.8372","OTU.906","30"
"26710","0.5132","0.2531","OTU.528","30"
"26711",NA,NA,"OTU.2044","30"
"26712","0.8991","0.9587","OTU.2377","30"
"26713",NA,NA,"OTU.3480","30"
"26714","0.8381",NA,"OTU.937","30"
"26715","0.3006","0.2608","OTU.720","30"
"26716","0.5084","0.5402","OTU.705","30"
"26717","0.5117",NA,"OTU.819","30"
"26718",NA,NA,"OTU.1613","30"
"26719","0.652",NA,"OTU.2318","30"
"26720","0.8816",NA,"OTU.3614","30"
"26721","0.9182","0.4748","OTU.941","30"
"26722",NA,NA,"OTU.1565","30"
"26723","0.6171",NA,"OTU.2722","30"
"26724","0.8012",NA,"OTU.1273","30"
"26725","0.9506",NA,"OTU.1699","30"
"26726",NA,NA,"OTU.4843","30"
"26727","0.8486",NA,"OTU.779","30"
"26728","0.8865","0.7545","OTU.595","30"
"26729","0.6819","0.2132","OTU.1771","30"
"26730",NA,"0.7979","OTU.1236","30"
"26731",NA,NA,"OTU.2041","30"
"26732","0.9802",NA,"OTU.2321","30"
"26733",NA,NA,"OTU.2416","30"
"26734",NA,NA,"OTU.3720","30"
"26735","0.071","0.3154","OTU.558","30"
"26736","0.5182","0.4528","OTU.827","30"
"26737","0.5724","0.673","OTU.1136","30"
"26738","0.5961","0.5324","OTU.1328","30"
"26739","0.4197","0.3502","OTU.1386","30"
"26740",NA,"0.4767","OTU.1516","30"
"26741","0.5104","0.9243","OTU.1608","30"
"26742","0.9405","0.9043","OTU.2057","30"
"26743","0.6484","0.849","OTU.2171","30"
"26744","0.9251","0.7006","OTU.2198","30"
"26745","0.5151","0.7755","OTU.2363","30"
"26746","0.3668","0.14","OTU.2425","30"
"26747","0.5305","0.9574","OTU.2480","30"
"26748","0.0353","0.2569","OTU.2534","30"
"26749","0.7744","0.849","OTU.2630","30"
"26750",NA,"0.3764","OTU.2781","30"
"26751",NA,NA,"OTU.3414","30"
"26752",NA,NA,"OTU.3636","30"
"26753",NA,"0.8382","OTU.3680","30"
"26754",NA,NA,"OTU.3784","30"
"26755","0.9509","0.9567","OTU.3857","30"
"26756","0.4659","0.567","OTU.4592","30"
"26757","0.5375","0.5715","OTU.4949","30"
"26758",NA,"0.1939","OTU.5535","30"
"26759","0.4418","0.208","OTU.5540","30"
"26760","0.2167","0.51","OTU.723","30"
"26761","0.4024","0.5711","OTU.820","30"
"26762",NA,"0.5934","OTU.842","30"
"26763","0.604","0.2708","OTU.847","30"
"26764","0.4497","0.284","OTU.954","30"
"26765","0.2594","0.6101","OTU.959","30"
"26766","0.3976","0.5811","OTU.1223","30"
"26767","0.8198","0.3863","OTU.5700","30"
"26768","0.7891","0.3914","OTU.1161","30"
"26769",NA,NA,"OTU.1832","30"
"26770","0.4709","0.2182","OTU.1879","30"
"26771","0.3396","0.4432","OTU.1998","30"
"26772",NA,NA,"OTU.2178","30"
"26773","0.0295",NA,"OTU.2464","30"
"26774","0.6215","0.9225","OTU.2853","30"
"26775",NA,NA,"OTU.3522","30"
"26776",NA,NA,"OTU.4828","30"
"26777",NA,NA,"OTU.5501","30"
"26778","0.3513",NA,"OTU.5959","30"
"26779","0.6479",NA,"OTU.623","30"
"26780","0.4965","0.5743","OTU.704","30"
"26781","0.3983","0.4501","OTU.751","30"
"26782","0.6317","0.5588","OTU.1075","30"
"26783","0.7681","0.654","OTU.1086","30"
"26784",NA,"0.7956","OTU.1142","30"
"26785","0.5507","0.6197","OTU.1156","30"
"26786","0.1023","0.5083","OTU.1197","30"
"26787","0.3877",NA,"OTU.1200","30"
"26788",NA,NA,"OTU.1211","30"
"26789","0.3572","0.6426","OTU.1286","30"
"26790","0.5372","0.5509","OTU.1304","30"
"26791",NA,NA,"OTU.1397","30"
"26792","0.7384",NA,"OTU.1424","30"
"26793","0.2194","0.4505","OTU.1732","30"
"26794",NA,NA,"OTU.1738","30"
"26795","0.6858","0.83","OTU.1742","30"
"26796",NA,NA,"OTU.1823","30"
"26797",NA,NA,"OTU.1842","30"
"26798",NA,NA,"OTU.1949","30"
"26799","0.5414","0.4335","OTU.1964","30"
"26800",NA,NA,"OTU.2004","30"
"26801",NA,NA,"OTU.2101","30"
"26802","0.2041",NA,"OTU.2316","30"
"26803","0.83","0.7452","OTU.2320","30"
"26804",NA,NA,"OTU.2378","30"
"26805",NA,NA,"OTU.2390","30"
"26806","0.5554",NA,"OTU.2446","30"
"26807","0.6859",NA,"OTU.2475","30"
"26808",NA,NA,"OTU.2488","30"
"26809",NA,NA,"OTU.2523","30"
"26810",NA,NA,"OTU.2593","30"
"26811","0.5958",NA,"OTU.2629","30"
"26812",NA,NA,"OTU.2793","30"
"26813","0.2199",NA,"OTU.3063","30"
"26814","0.5411","0.3629","OTU.3331","30"
"26815",NA,NA,"OTU.3564","30"
"26816",NA,NA,"OTU.3665","30"
"26817",NA,NA,"OTU.3799","30"
"26818",NA,NA,"OTU.4159","30"
"26819",NA,NA,"OTU.4178","30"
"26820",NA,NA,"OTU.4209","30"
"26821",NA,NA,"OTU.4313","30"
"26822",NA,NA,"OTU.4774","30"
"26823","0.4544","0.888","OTU.5088","30"
"26824",NA,NA,"OTU.5178","30"
"26825",NA,NA,"OTU.6074","30"
"26826","0.9035","0.0983","OTU.853","30"
"26827","0.9934","0.9901","OTU.878","30"
"26828","0.3361",NA,"OTU.903","30"
"26829",NA,NA,"OTU.962","30"
"26830","0.8336",NA,"OTU.5580","30"
"26831",NA,NA,"OTU.1540","30"
"26832","0.761",NA,"OTU.1864","30"
"26833","0.7288","0.374","OTU.1067","30"
"26834","0.8049","0.7332","OTU.1248","30"
"26835","0.2484","0.7196","OTU.1318","30"
"26836","0.2361","0.5503","OTU.1324","30"
"26837","0.0896","0.2954","OTU.1340","30"
"26838","0.3169","0.2975","OTU.1409","30"
"26839","0.6408","0.796","OTU.1449","30"
"26840","0.5857","0.7415","OTU.1456","30"
"26841","0.4353","0.4886","OTU.1549","30"
"26842",NA,NA,"OTU.1668","30"
"26843","0.1272","0.4587","OTU.1722","30"
"26844","0.2247","0.5306","OTU.1802","30"
"26845",NA,NA,"OTU.1883","30"
"26846",NA,"0.1508","OTU.2055","30"
"26847",NA,NA,"OTU.2097","30"
"26848","0.3607","0.3282","OTU.2304","30"
"26849","0.3648","0.5306","OTU.2525","30"
"26850","0.3836","0.0148","OTU.2768","30"
"26851","0.2808","0.4469","OTU.2774","30"
"26852",NA,"0.3778","OTU.2810","30"
"26853",NA,"0.1652","OTU.3021","30"
"26854","0.4115","0.2818","OTU.3603","30"
"26855",NA,NA,"OTU.4040","30"
"26856",NA,NA,"OTU.4361","30"
"26857","0.793","0.6134","OTU.5450","30"
"26858",NA,"0.7862","OTU.6227","30"
"26859","0.3998","0.5653","OTU.716","30"
"26860","0.2815","0.1524","OTU.726","30"
"26861","0.831","0.6869","OTU.748","30"
"26862","0.7135","0.5608","OTU.861","30"
"26863","0.3665","0.1493","OTU.946","30"
"26864","0.2952","0.4628","OTU.960","30"
"26865","0.5112",NA,"OTU.1305","30"
"26866",NA,NA,"OTU.2000","30"
"26867","0.3963",NA,"OTU.838","30"
"26868","0.0144","0.4563","OTU.1081","30"
"26869","0.6253",NA,"OTU.1423","30"
"26870","0.6068","0.0894","OTU.3630","30"
"26871",NA,NA,"OTU.4464","30"
"26872","0.0192","0.709","OTU.951","30"
"26873",NA,NA,"OTU.3411","30"
"26874","0.4801",NA,"OTU.972","30"
"26875",NA,NA,"OTU.3681","30"
"26876","0.8574","0.081","OTU.1004","30"
"26877",NA,NA,"OTU.2400","30"
"26878","0.391","0.2337","OTU.2029","30"
"26879","0.1913","0.2823","OTU.1020","30"
"26880","0.8007","0.9052","OTU.1132","30"
"26881","0.5445","0.5176","OTU.1154","30"
"26882","0.5347","0.5747","OTU.1225","30"
"26883",NA,"0.626","OTU.1245","30"
"26884","0.88",NA,"OTU.1279","30"
"26885","0.8586","0.3961","OTU.1320","30"
"26886",NA,NA,"OTU.1326","30"
"26887","0.6174","0.6202","OTU.1422","30"
"26888","0.1556",NA,"OTU.1536","30"
"26889",NA,NA,"OTU.1633","30"
"26890",NA,NA,"OTU.1672","30"
"26891","0.158","0.3758","OTU.1685","30"
"26892",NA,NA,"OTU.1765","30"
"26893","0.9305",NA,"OTU.2195","30"
"26894","0.0629",NA,"OTU.2206","30"
"26895",NA,NA,"OTU.2309","30"
"26896",NA,NA,"OTU.2325","30"
"26897",NA,NA,"OTU.2524","30"
"26898","0.245","0.6694","OTU.3070","30"
"26899","0.6977",NA,"OTU.3389","30"
"26900","0.6426","0.3227","OTU.3432","30"
"26901",NA,NA,"OTU.3760","30"
"26902",NA,NA,"OTU.3979","30"
"26903",NA,NA,"OTU.4053","30"
"26904","0.1008",NA,"OTU.4435","30"
"26905","0.5129","0.1201","OTU.5008","30"
"26906","0.061",NA,"OTU.565","30"
"26907","0.5032","0.9552","OTU.815","30"
"26908","0.45",NA,"OTU.1032","30"
"26909","0.4609",NA,"OTU.1703","30"
"26910","0.3922",NA,"OTU.1972","30"
"26911","0.9162","0.1556","OTU.2311","30"
"26912","0.4164",NA,"OTU.2957","30"
"26913","0.6533","0.5906","OTU.774","30"
"26914","0.0116",NA,"OTU.2095","30"
"26915",NA,NA,"OTU.5082","30"
"26916","0.9762",NA,"OTU.2237","30"
"26917","0.6666","0.7632","OTU.575","30"
"26918","0.1464",NA,"OTU.987","30"
"26919",NA,NA,"OTU.1558","30"
"26920",NA,NA,"OTU.6146","30"
"26921","0.5002",NA,"OTU.1024","30"
"26922","0.0291","0.3978","OTU.2866","30"
"26923",NA,NA,"OTU.4838","30"
"26924","0.2348",NA,"OTU.6156","30"
"26925","0.4713","0.1017","OTU.1179","30"
"26926",NA,NA,"OTU.4758","30"
"26927","0.3599","0.9457","OTU.1015","30"
"26928","0.4727",NA,"OTU.1097","30"
"26929","0.4101","0.318","OTU.1125","30"
"26930","0.3084",NA,"OTU.1137","30"
"26931","0.4573","0.3135","OTU.1210","30"
"26932",NA,NA,"OTU.1275","30"
"26933",NA,NA,"OTU.1344","30"
"26934","0.0353","0.0794","OTU.1369","30"
"26935","0.0571","0.4631","OTU.1534","30"
"26936","0.1625","0.2682","OTU.1557","30"
"26937","0.6181","0.4265","OTU.1594","30"
"26938",NA,NA,"OTU.1596","30"
"26939","0.5357",NA,"OTU.2067","30"
"26940","0.4396",NA,"OTU.2186","30"
"26941","0.4027",NA,"OTU.2382","30"
"26942","0.9162",NA,"OTU.2413","30"
"26943","0.017","0.7407","OTU.2634","30"
"26944","0.782","0.7947","OTU.2706","30"
"26945",NA,NA,"OTU.2805","30"
"26946",NA,NA,"OTU.2943","30"
"26947","0.5033",NA,"OTU.3082","30"
"26948",NA,NA,"OTU.3330","30"
"26949","0.0709",NA,"OTU.3377","30"
"26950",NA,NA,"OTU.3451","30"
"26951",NA,NA,"OTU.3864","30"
"26952",NA,NA,"OTU.4095","30"
"26953",NA,"0.6109","OTU.4455","30"
"26954",NA,NA,"OTU.4736","30"
"26955",NA,NA,"OTU.4900","30"
"26956","0.9178","0.9184","OTU.5060","30"
"26957",NA,NA,"OTU.5383","30"
"26958","0.2605","0.0157","OTU.5542","30"
"26959",NA,NA,"OTU.6026","30"
"26960",NA,NA,"OTU.6101","30"
"26961",NA,NA,"OTU.6232","30"
"26962","0.3109","0.9189","OTU.694","30"
"26963","0.3922",NA,"OTU.786","30"
"26964",NA,NA,"OTU.787","30"
"26965","0.6998",NA,"OTU.790","30"
"26966","0.7147",NA,"OTU.793","30"
"26967","0.7802","0.4643","OTU.809","30"
"26968","0.065","0.5343","OTU.928","30"
"26969","0.122","0.6416","OTU.942","30"
"26970","0.6578",NA,"OTU.1899","30"
"26971","0.3377",NA,"OTU.2670","30"
"26972","0.1281",NA,"OTU.2956","30"
"26973",NA,NA,"OTU.4312","30"
"26974","0.9289","0.1253","OTU.4645","30"
"26975","0.2676",NA,"OTU.769","30"
"26976",NA,NA,"OTU.2371","30"
"26977",NA,NA,"OTU.1781","30"
"26978",NA,NA,"OTU.2771","30"
"26979",NA,NA,"OTU.3488","30"
"26980",NA,NA,"OTU.3687","30"
"26981",NA,NA,"OTU.4957","30"
"26982","0.6513",NA,"OTU.1429","30"
"26983","0.5325","0.4582","OTU.1577","30"
"26984",NA,NA,"OTU.1912","30"
"26985",NA,NA,"OTU.4199","30"
"26986",NA,NA,"OTU.4621","30"
"26987",NA,NA,"OTU.5421","30"
"26988","0.2526","0.6205","OTU.741","30"
"26989","0.6541",NA,"OTU.1116","30"
"26990",NA,NA,"OTU.1478","30"
"26991","0.9366",NA,"OTU.2399","30"
"26992",NA,NA,"OTU.3289","30"
"26993",NA,NA,"OTU.4712","30"
"26994",NA,NA,"OTU.5076","30"
"26995","0.4207","0.488","OTU.2776","30"
"26996",NA,NA,"OTU.4616","30"
"26997","0.8879","0.8819","OTU.5345","30"
"26998","0.3852",NA,"OTU.949","30"
"26999",NA,NA,"OTU.1679","30"
"27000","0.4574",NA,"OTU.2012","30"
"27001",NA,NA,"OTU.2903","30"
"27002","0.2921","0.7318","OTU.990","30"
"27003","0.214","0.6704","OTU.1008","30"
"27004",NA,NA,"OTU.2905","30"
"27005","0.4972","0.3498","OTU.1230","30"
"27006","0.5661",NA,"OTU.1797","30"
"27007","0.5916",NA,"OTU.2891","30"
"27008",NA,NA,"OTU.1361","30"
"27009",NA,NA,"OTU.1764","30"
"27010",NA,NA,"OTU.4073","30"
"27011","0.4898",NA,"OTU.1950","30"
"27012","0.2352",NA,"OTU.2944","30"
