"","p.value.13CCPS","p.value.13CXPS","OTU","Day"
"1",NA,"0.6332","OTU.1","1"
"2",NA,"0.6632","OTU.6","1"
"3",NA,"0.36","OTU.4","1"
"4",NA,"0.1952","OTU.4743","1"
"5",NA,"0.9056","OTU.5","1"
"6",NA,"0.8878","OTU.11","1"
"7",NA,"0.1787","OTU.2","1"
"8",NA,"0.0351","OTU.8","1"
"9",NA,"1e-04","OTU.9","1"
"10",NA,"0.0012","OTU.14","1"
"11",NA,"0.1665","OTU.19","1"
"12",NA,"0.6364","OTU.7","1"
"13",NA,"0.0011","OTU.159","1"
"14",NA,"0.5404","OTU.24","1"
"15",NA,"0.0013","OTU.6203","1"
"16",NA,"0.7863","OTU.64","1"
"17",NA,"0.7272","OTU.12","1"
"18",NA,"0.2373","OTU.57","1"
"19",NA,"0.7076","OTU.43","1"
"20",NA,"0.8128","OTU.31","1"
"21",NA,"0.3422","OTU.4322","1"
"22",NA,"0.6622","OTU.1623","1"
"23",NA,"0.3721","OTU.766","1"
"24",NA,"0.0038","OTU.3","1"
"25",NA,"0.1346","OTU.83","1"
"26",NA,"0.4975","OTU.68","1"
"27",NA,"0.0322","OTU.28","1"
"28",NA,"0.9375","OTU.120","1"
"29",NA,"0.1566","OTU.372","1"
"30",NA,"0.3574","OTU.22","1"
"31",NA,"0.8547","OTU.33","1"
"32",NA,"0.7454","OTU.25","1"
"33",NA,"2e-04","OTU.2379","1"
"34",NA,"0.1395","OTU.114","1"
"35",NA,"0.0345","OTU.165","1"
"36",NA,"0.6224","OTU.3507","1"
"37",NA,"0.5151","OTU.50","1"
"38",NA,"0.9803","OTU.38","1"
"39",NA,"0.3504","OTU.62","1"
"40",NA,"0.1295","OTU.37","1"
"41",NA,"0.018","OTU.48","1"
"42",NA,"0.4594","OTU.132","1"
"43",NA,"0.6689","OTU.5991","1"
"44",NA,"0.3927","OTU.18","1"
"45",NA,"0.6152","OTU.89","1"
"46",NA,"0.2642","OTU.40","1"
"47",NA,"0.839","OTU.77","1"
"48",NA,"0.1716","OTU.98","1"
"49",NA,"0.4619","OTU.10","1"
"50",NA,"0.4518","OTU.79","1"
"51",NA,"0.9645","OTU.32","1"
"52",NA,"0.9875","OTU.119","1"
"53",NA,"0.9653","OTU.20","1"
"54",NA,"0.921","OTU.13","1"
"55",NA,"0.606","OTU.257","1"
"56",NA,"0.5561","OTU.26","1"
"57",NA,"0.6733","OTU.4121","1"
"58",NA,"0.4565","OTU.90","1"
"59",NA,"0.5506","OTU.70","1"
"60",NA,"0.4979","OTU.21","1"
"61",NA,"0.4521","OTU.15","1"
"62",NA,"0.8435","OTU.51","1"
"63",NA,"0.4951","OTU.3775","1"
"64",NA,"0.9697","OTU.228","1"
"65",NA,"0.0464","OTU.900","1"
"66",NA,NA,"OTU.282","1"
"67",NA,"0.9514","OTU.66","1"
"68",NA,"0.7781","OTU.2301","1"
"69",NA,"0.8803","OTU.185","1"
"70",NA,"0.7238","OTU.122","1"
"71",NA,"0.5945","OTU.360","1"
"72",NA,"0.6528","OTU.4390","1"
"73",NA,"0.257","OTU.69","1"
"74",NA,"0.1188","OTU.204","1"
"75",NA,"0.8247","OTU.155","1"
"76",NA,"0.6234","OTU.16","1"
"77",NA,"0.309","OTU.471","1"
"78",NA,"0.044","OTU.147","1"
"79",NA,"0.4924","OTU.75","1"
"80",NA,"0.9261","OTU.124","1"
"81",NA,"0.9423","OTU.17","1"
"82",NA,"0.1467","OTU.252","1"
"83",NA,"0.1038","OTU.154","1"
"84",NA,NA,"OTU.573","1"
"85",NA,"0.1159","OTU.1791","1"
"86",NA,"0.8694","OTU.227","1"
"87",NA,"2e-04","OTU.107","1"
"88",NA,"0.9051","OTU.4405","1"
"89",NA,"0.1024","OTU.141","1"
"90",NA,"0.8337","OTU.2358","1"
"91",NA,"0.6514","OTU.35","1"
"92",NA,"0.5651","OTU.60","1"
"93",NA,"0.5671","OTU.138","1"
"94",NA,"0.6485","OTU.27","1"
"95",NA,"0.7982","OTU.58","1"
"96",NA,"0.9426","OTU.29","1"
"97",NA,"0.611","OTU.72","1"
"98",NA,"0.1496","OTU.3540","1"
"99",NA,"0.778","OTU.484","1"
"100",NA,"0.7126","OTU.121","1"
"101",NA,"0.7035","OTU.36","1"
"102",NA,"0.7691","OTU.95","1"
"103",NA,"0.5137","OTU.765","1"
"104",NA,"0.4423","OTU.76","1"
"105",NA,"0.805","OTU.515","1"
"106",NA,"0.8058","OTU.78","1"
"107",NA,"0.9176","OTU.1131","1"
"108",NA,"0.0106","OTU.131","1"
"109",NA,"0.5658","OTU.275","1"
"110",NA,"0.6716","OTU.30","1"
"111",NA,"0.2374","OTU.100","1"
"112",NA,"0.6633","OTU.59","1"
"113",NA,"0.9491","OTU.84","1"
"114",NA,"0.8111","OTU.23","1"
"115",NA,"0.7577","OTU.3493","1"
"116",NA,"0.9759","OTU.102","1"
"117",NA,"0.2129","OTU.96","1"
"118",NA,"0.8415","OTU.118","1"
"119",NA,"0.6176","OTU.42","1"
"120",NA,"0.3561","OTU.203","1"
"121",NA,"0.7524","OTU.113","1"
"122",NA,"0.7935","OTU.91","1"
"123",NA,"0.8716","OTU.87","1"
"124",NA,"0.1732","OTU.129","1"
"125",NA,"0.7183","OTU.1841","1"
"126",NA,"0.352","OTU.2020","1"
"127",NA,NA,"OTU.2219","1"
"128",NA,"0.2851","OTU.225","1"
"129",NA,"0.9172","OTU.234","1"
"130",NA,"0.5473","OTU.34","1"
"131",NA,"0.9362","OTU.46","1"
"132",NA,"0.3896","OTU.493","1"
"133",NA,"0.2963","OTU.5065","1"
"134",NA,"0.8143","OTU.5251","1"
"135",NA,"0.849","OTU.55","1"
"136",NA,"0.5013","OTU.5976","1"
"137",NA,"0.9599","OTU.63","1"
"138",NA,"0.4935","OTU.65","1"
"139",NA,"0.4626","OTU.978","1"
"140",NA,"0.5736","OTU.116","1"
"141",NA,"0.7552","OTU.82","1"
"142",NA,"0.7593","OTU.99","1"
"143",NA,"0.3547","OTU.5906","1"
"144",NA,"0.9747","OTU.5211","1"
"145",NA,"0.6602","OTU.56","1"
"146",NA,"0.089","OTU.93","1"
"147",NA,"0.4379","OTU.80","1"
"148",NA,"0.8356","OTU.1135","1"
"149",NA,"0.4863","OTU.1371","1"
"150",NA,"0.0621","OTU.143","1"
"151",NA,"0.9961","OTU.164","1"
"152",NA,"0.8164","OTU.233","1"
"153",NA,"0.819","OTU.354","1"
"154",NA,"0.8071","OTU.44","1"
"155",NA,"0.2976","OTU.47","1"
"156",NA,"0.9272","OTU.598","1"
"157",NA,"0.5871","OTU.442","1"
"158",NA,"0.2995","OTU.424","1"
"159",NA,"0.69","OTU.49","1"
"160",NA,"0.2984","OTU.3674","1"
"161",NA,"0.1676","OTU.823","1"
"162",NA,"0.513","OTU.242","1"
"163",NA,"0.9529","OTU.189","1"
"164",NA,"0.3131","OTU.103","1"
"165",NA,"0.8063","OTU.145","1"
"166",NA,"0.5135","OTU.197","1"
"167",NA,"0.7407","OTU.210","1"
"168",NA,"0.89","OTU.253","1"
"169",NA,"0.9799","OTU.355","1"
"170",NA,"0.1749","OTU.803","1"
"171",NA,"0.6641","OTU.319","1"
"172",NA,"0.5123","OTU.376","1"
"173",NA,"0.7818","OTU.39","1"
"174",NA,"0.5988","OTU.53","1"
"175",NA,"0.7003","OTU.110","1"
"176",NA,"0.5309","OTU.160","1"
"177",NA,"0.753","OTU.190","1"
"178",NA,"0.87","OTU.45","1"
"179",NA,"0.0032","OTU.1701","1"
"180",NA,"0.9839","OTU.5259","1"
"181",NA,"0.9105","OTU.85","1"
"182",NA,"0.789","OTU.162","1"
"183",NA,"0.6863","OTU.130","1"
"184",NA,"0.9476","OTU.608","1"
"185",NA,NA,"OTU.2740","1"
"186",NA,"0.345","OTU.112","1"
"187",NA,"0.7144","OTU.3717","1"
"188",NA,"0.9077","OTU.117","1"
"189",NA,"0.8603","OTU.146","1"
"190",NA,"0.7436","OTU.52","1"
"191",NA,"0.7152","OTU.163","1"
"192",NA,"0.7136","OTU.54","1"
"193",NA,"0.7614","OTU.340","1"
"194",NA,"0.9854","OTU.670","1"
"195",NA,"0.4213","OTU.413","1"
"196",NA,"0.6562","OTU.136","1"
"197",NA,"0.87","OTU.111","1"
"198",NA,"0.6197","OTU.284","1"
"199",NA,"0.9415","OTU.81","1"
"200",NA,"0.0132","OTU.134","1"
"201",NA,"0.6547","OTU.106","1"
"202",NA,"0.4011","OTU.2381","1"
"203",NA,"0.6414","OTU.536","1"
"204",NA,"0.7498","OTU.157","1"
"205",NA,"0.8783","OTU.465","1"
"206",NA,"0.4676","OTU.244","1"
"207",NA,"0.6009","OTU.101","1"
"208",NA,"0.7578","OTU.115","1"
"209",NA,"0.635","OTU.342","1"
"210",NA,"0.1753","OTU.638","1"
"211",NA,"0.2921","OTU.144","1"
"212",NA,"0.3915","OTU.176","1"
"213",NA,"0.1458","OTU.267","1"
"214",NA,"0.8061","OTU.311","1"
"215",NA,"0.9574","OTU.5712","1"
"216",NA,"0.2587","OTU.273","1"
"217",NA,"0.6345","OTU.41","1"
"218",NA,"0.8024","OTU.195","1"
"219",NA,"0.1759","OTU.327","1"
"220",NA,"0.5814","OTU.1395","1"
"221",NA,"0.8306","OTU.182","1"
"222",NA,"0.5504","OTU.5980","1"
"223",NA,"0.8774","OTU.161","1"
"224",NA,NA,"OTU.1440","1"
"225",NA,"0.8993","OTU.352","1"
"226",NA,"0.3404","OTU.215","1"
"227",NA,NA,"OTU.2072","1"
"228",NA,"0.9073","OTU.4969","1"
"229",NA,"0.7819","OTU.61","1"
"230",NA,"0.0559","OTU.369","1"
"231",NA,"0.5925","OTU.177","1"
"232",NA,"0.9255","OTU.492","1"
"233",NA,"0.0046","OTU.156","1"
"234",NA,"0.9405","OTU.2013","1"
"235",NA,"0.0677","OTU.3388","1"
"236",NA,"0.2126","OTU.5788","1"
"237",NA,"0.6758","OTU.127","1"
"238",NA,"0.7803","OTU.149","1"
"239",NA,"0.5901","OTU.328","1"
"240",NA,NA,"OTU.2950","1"
"241",NA,"0.0916","OTU.4928","1"
"242",NA,"0.7153","OTU.171","1"
"243",NA,"0.7904","OTU.196","1"
"244",NA,"0.8129","OTU.150","1"
"245",NA,"0.5847","OTU.5338","1"
"246",NA,"0.7953","OTU.3181","1"
"247",NA,"0.6671","OTU.5978","1"
"248",NA,"0.5808","OTU.94","1"
"249",NA,"0.9668","OTU.351","1"
"250",NA,"0.9603","OTU.71","1"
"251",NA,"0.6282","OTU.1291","1"
"252",NA,"0.7882","OTU.308","1"
"253",NA,"0.8292","OTU.333","1"
"254",NA,NA,"OTU.266","1"
"255",NA,"0.7055","OTU.191","1"
"256",NA,"0.682","OTU.540","1"
"257",NA,"0.974","OTU.1727","1"
"258",NA,"0.2439","OTU.269","1"
"259",NA,"0.8414","OTU.4822","1"
"260",NA,"0.8429","OTU.67","1"
"261",NA,NA,"OTU.541","1"
"262",NA,"0.9467","OTU.1715","1"
"263",NA,"0.6645","OTU.153","1"
"264",NA,"0.7321","OTU.220","1"
"265",NA,"0.7963","OTU.128","1"
"266",NA,"0.4478","OTU.178","1"
"267",NA,"0.9281","OTU.109","1"
"268",NA,"0.5882","OTU.247","1"
"269",NA,"0.3476","OTU.4614","1"
"270",NA,"0.8673","OTU.152","1"
"271",NA,"0.7027","OTU.97","1"
"272",NA,"0.4276","OTU.506","1"
"273",NA,"0.8546","OTU.5298","1"
"274",NA,"0.5266","OTU.292","1"
"275",NA,"0.0574","OTU.277","1"
"276",NA,"0.5202","OTU.92","1"
"277",NA,"0.8962","OTU.2168","1"
"278",NA,"0.8371","OTU.133","1"
"279",NA,"0.7458","OTU.172","1"
"280",NA,"0.2532","OTU.5246","1"
"281",NA,"0.8086","OTU.74","1"
"282",NA,"0.894","OTU.4759","1"
"283",NA,"0.9347","OTU.108","1"
"284",NA,"0.7801","OTU.73","1"
"285",NA,"0.9688","OTU.420","1"
"286",NA,"0.5531","OTU.3823","1"
"287",NA,"0.144","OTU.2638","1"
"288",NA,"0.8852","OTU.1274","1"
"289",NA,"0.7928","OTU.139","1"
"290",NA,NA,"OTU.1065","1"
"291",NA,"0.5179","OTU.3267","1"
"292",NA,"0.8927","OTU.104","1"
"293",NA,"0.9159","OTU.241","1"
"294",NA,"0.1007","OTU.394","1"
"295",NA,"0.6929","OTU.201","1"
"296",NA,"0.5702","OTU.148","1"
"297",NA,"0.2496","OTU.290","1"
"298",NA,NA,"OTU.472","1"
"299",NA,"0.9837","OTU.542","1"
"300",NA,"0.4966","OTU.142","1"
"301",NA,"0.6577","OTU.303","1"
"302",NA,"0.6653","OTU.217","1"
"303",NA,"0.7344","OTU.570","1"
"304",NA,"0.1263","OTU.260","1"
"305",NA,"0.6386","OTU.862","1"
"306",NA,"0.614","OTU.184","1"
"307",NA,"0.1805","OTU.4427","1"
"308",NA,"0.7002","OTU.272","1"
"309",NA,"0.3805","OTU.414","1"
"310",NA,"0.4447","OTU.181","1"
"311",NA,"0.3698","OTU.88","1"
"312",NA,"0.8098","OTU.1364","1"
"313",NA,"0.7668","OTU.2034","1"
"314",NA,"0.6757","OTU.317","1"
"315",NA,"0.9505","OTU.386","1"
"316",NA,"0.6564","OTU.837","1"
"317",NA,"0.5187","OTU.105","1"
"318",NA,"0.7713","OTU.205","1"
"319",NA,"0.3263","OTU.287","1"
"320",NA,"0.0558","OTU.1040","1"
"321",NA,"0.9538","OTU.1060","1"
"322",NA,"0.7848","OTU.1106","1"
"323",NA,"0.7921","OTU.123","1"
"324",NA,"0.2136","OTU.1271","1"
"325",NA,"0.8521","OTU.1316","1"
"326",NA,NA,"OTU.1338","1"
"327",NA,NA,"OTU.1470","1"
"328",NA,"0.411","OTU.1514","1"
"329",NA,"0.5503","OTU.1682","1"
"330",NA,"0.6725","OTU.1719","1"
"331",NA,"0.8471","OTU.1968","1"
"332",NA,"0.9579","OTU.1999","1"
"333",NA,"0.8607","OTU.2138","1"
"334",NA,"0.7563","OTU.238","1"
"335",NA,"0.5771","OTU.246","1"
"336",NA,NA,"OTU.2472","1"
"337",NA,NA,"OTU.2479","1"
"338",NA,"0.6448","OTU.248","1"
"339",NA,"0.8229","OTU.254","1"
"340",NA,NA,"OTU.2698","1"
"341",NA,"0.1328","OTU.2910","1"
"342",NA,"0.9637","OTU.300","1"
"343",NA,"0.6685","OTU.302","1"
"344",NA,"0.4393","OTU.309","1"
"345",NA,"0.8333","OTU.322","1"
"346",NA,"0.0985","OTU.3584","1"
"347",NA,"0.0096","OTU.377","1"
"348",NA,"0.887","OTU.431","1"
"349",NA,"0.5901","OTU.447","1"
"350",NA,NA,"OTU.4527","1"
"351",NA,"0.803","OTU.476","1"
"352",NA,"0.094","OTU.4925","1"
"353",NA,"0.464","OTU.494","1"
"354",NA,"0.9204","OTU.4973","1"
"355",NA,NA,"OTU.5282","1"
"356",NA,"0.2301","OTU.5284","1"
"357",NA,"0.2548","OTU.5366","1"
"358",NA,"0.4186","OTU.537","1"
"359",NA,"0.2566","OTU.561","1"
"360",NA,"0.8708","OTU.5706","1"
"361",NA,"0.89","OTU.576","1"
"362",NA,"0.4719","OTU.582","1"
"363",NA,"0.311","OTU.5985","1"
"364",NA,"0.5559","OTU.606","1"
"365",NA,"0.8162","OTU.617","1"
"366",NA,"0.277","OTU.657","1"
"367",NA,"0.1847","OTU.665","1"
"368",NA,"0.8555","OTU.674","1"
"369",NA,"0.0925","OTU.678","1"
"370",NA,"0.62","OTU.721","1"
"371",NA,"0.5792","OTU.852","1"
"372",NA,"0.8459","OTU.863","1"
"373",NA,"0.368","OTU.896","1"
"374",NA,"0.1706","OTU.939","1"
"375",NA,"0.0051","OTU.760","1"
"376",NA,"0.6065","OTU.218","1"
"377",NA,"0.4957","OTU.564","1"
"378",NA,"0.7682","OTU.1627","1"
"379",NA,"0.3963","OTU.416","1"
"380",NA,"0.2735","OTU.1573","1"
"381",NA,"0.5292","OTU.1087","1"
"382",NA,"0.6973","OTU.5538","1"
"383",NA,"0.3837","OTU.3616","1"
"384",NA,"0.7071","OTU.4283","1"
"385",NA,"0.6345","OTU.1800","1"
"386",NA,"0.5988","OTU.243","1"
"387",NA,"0.6188","OTU.5944","1"
"388",NA,"0.7137","OTU.183","1"
"389",NA,NA,"OTU.518","1"
"390",NA,"0.7105","OTU.1078","1"
"391",NA,"0.371","OTU.1117","1"
"392",NA,"0.9556","OTU.1162","1"
"393",NA,NA,"OTU.1212","1"
"394",NA,"0.9897","OTU.1213","1"
"395",NA,"0.3829","OTU.1258","1"
"396",NA,"0.265","OTU.1332","1"
"397",NA,"0.9389","OTU.137","1"
"398",NA,"0.2837","OTU.1388","1"
"399",NA,"0.4011","OTU.173","1"
"400",NA,"0.8483","OTU.1882","1"
"401",NA,"0.5003","OTU.198","1"
"402",NA,NA,"OTU.2035","1"
"403",NA,"0.9452","OTU.206","1"
"404",NA,NA,"OTU.2110","1"
"405",NA,"0.0211","OTU.2197","1"
"406",NA,"0.2527","OTU.222","1"
"407",NA,"0.2922","OTU.2286","1"
"408",NA,"0.8844","OTU.239","1"
"409",NA,"0.498","OTU.2427","1"
"410",NA,"0.1085","OTU.2511","1"
"411",NA,"0.1209","OTU.2733","1"
"412",NA,"0.8933","OTU.276","1"
"413",NA,"0.072","OTU.2762","1"
"414",NA,"0.9295","OTU.289","1"
"415",NA,"0.426","OTU.3008","1"
"416",NA,"0.0567","OTU.312","1"
"417",NA,"0.4156","OTU.334","1"
"418",NA,"0.429","OTU.337","1"
"419",NA,"0.8849","OTU.345","1"
"420",NA,"0.6562","OTU.346","1"
"421",NA,NA,"OTU.3726","1"
"422",NA,NA,"OTU.3945","1"
"423",NA,"0.2936","OTU.3982","1"
"424",NA,NA,"OTU.4162","1"
"425",NA,"0.9366","OTU.417","1"
"426",NA,"0.8394","OTU.4310","1"
"427",NA,NA,"OTU.4903","1"
"428",NA,"0.5638","OTU.501","1"
"429",NA,"0.6979","OTU.504","1"
"430",NA,"0.8535","OTU.5261","1"
"431",NA,"0.1459","OTU.5448","1"
"432",NA,"0.2041","OTU.549","1"
"433",NA,"0.5161","OTU.555","1"
"434",NA,"0.0474","OTU.5616","1"
"435",NA,"0.2095","OTU.5953","1"
"436",NA,"0.6286","OTU.5957","1"
"437",NA,"0.6278","OTU.6040","1"
"438",NA,"0.7423","OTU.607","1"
"439",NA,"0.6396","OTU.614","1"
"440",NA,"0.9146","OTU.619","1"
"441",NA,"0.0099","OTU.626","1"
"442",NA,"0.0636","OTU.660","1"
"443",NA,"0.45","OTU.675","1"
"444",NA,"0.2362","OTU.699","1"
"445",NA,"0.3843","OTU.708","1"
"446",NA,"0.1692","OTU.710","1"
"447",NA,"0.9191","OTU.754","1"
"448",NA,"0.3662","OTU.810","1"
"449",NA,"0.2048","OTU.893","1"
"450",NA,"0.931","OTU.988","1"
"451",NA,"0.8552","OTU.398","1"
"452",NA,"0.9762","OTU.125","1"
"453",NA,"0.4224","OTU.293","1"
"454",NA,"3e-04","OTU.2040","1"
"455",NA,"0.7962","OTU.230","1"
"456",NA,"0.9172","OTU.279","1"
"457",NA,"0.8709","OTU.418","1"
"458",NA,"0.8641","OTU.727","1"
"459",NA,"0.4068","OTU.4706","1"
"460",NA,"0.1244","OTU.285","1"
"461",NA,"0.6457","OTU.485","1"
"462",NA,"0.8438","OTU.140","1"
"463",NA,"0.1492","OTU.231","1"
"464",NA,"0.3594","OTU.1094","1"
"465",NA,"0.7862","OTU.256","1"
"466",NA,"0.3961","OTU.357","1"
"467",NA,"0.8227","OTU.1014","1"
"468",NA,NA,"OTU.1026","1"
"469",NA,"0.2222","OTU.1061","1"
"470",NA,"0.8788","OTU.1093","1"
"471",NA,"0.3626","OTU.1121","1"
"472",NA,"0.4557","OTU.1168","1"
"473",NA,"0.6834","OTU.1175","1"
"474",NA,"0.3128","OTU.1198","1"
"475",NA,"0.213","OTU.1277","1"
"476",NA,NA,"OTU.1309","1"
"477",NA,"0.7477","OTU.1347","1"
"478",NA,"0.9063","OTU.1408","1"
"479",NA,"0.4164","OTU.1410","1"
"480",NA,"0.2236","OTU.1414","1"
"481",NA,"0.7631","OTU.1421","1"
"482",NA,"0.3826","OTU.1432","1"
"483",NA,"0.3737","OTU.1471","1"
"484",NA,"0.9023","OTU.1484","1"
"485",NA,"0.504","OTU.1487","1"
"486",NA,"0.5587","OTU.151","1"
"487",NA,"0.8104","OTU.1555","1"
"488",NA,"0.4633","OTU.158","1"
"489",NA,NA,"OTU.1705","1"
"490",NA,NA,"OTU.1810","1"
"491",NA,"0.9375","OTU.1817","1"
"492",NA,"0.4875","OTU.188","1"
"493",NA,"0.413","OTU.194","1"
"494",NA,NA,"OTU.1983","1"
"495",NA,"0.3388","OTU.2075","1"
"496",NA,NA,"OTU.2339","1"
"497",NA,"0.7482","OTU.2547","1"
"498",NA,"0.2322","OTU.2561","1"
"499",NA,NA,"OTU.2595","1"
"500",NA,"0.7757","OTU.264","1"
"501",NA,"0.8995","OTU.2720","1"
"502",NA,"0.7905","OTU.2747","1"
"503",NA,"0.781","OTU.294","1"
"504",NA,"0.2777","OTU.3020","1"
"505",NA,"0.2795","OTU.318","1"
"506",NA,"0.6878","OTU.324","1"
"507",NA,NA,"OTU.3275","1"
"508",NA,"0.4772","OTU.350","1"
"509",NA,NA,"OTU.3567","1"
"510",NA,"0.1049","OTU.3755","1"
"511",NA,"0.2116","OTU.3892","1"
"512",NA,"0.186","OTU.407","1"
"513",NA,"0.5662","OTU.415","1"
"514",NA,"0.5925","OTU.450","1"
"515",NA,NA,"OTU.4521","1"
"516",NA,"0.4549","OTU.457","1"
"517",NA,"0.5307","OTU.461","1"
"518",NA,"0.4782","OTU.474","1"
"519",NA,"0.1263","OTU.4825","1"
"520",NA,"0.6514","OTU.486","1"
"521",NA,NA,"OTU.5337","1"
"522",NA,"0.6918","OTU.5413","1"
"523",NA,"0.9307","OTU.5468","1"
"524",NA,"0.0226","OTU.630","1"
"525",NA,"0.751","OTU.635","1"
"526",NA,"0.3918","OTU.647","1"
"527",NA,"0.8574","OTU.680","1"
"528",NA,"0.7938","OTU.697","1"
"529",NA,"0.2848","OTU.701","1"
"530",NA,"0.9831","OTU.702","1"
"531",NA,"0.4941","OTU.764","1"
"532",NA,"0.7966","OTU.824","1"
"533",NA,"0.8033","OTU.86","1"
"534",NA,"0.9783","OTU.901","1"
"535",NA,"0.192","OTU.335","1"
"536",NA,"0.0124","OTU.3034","1"
"537",NA,"0.2337","OTU.522","1"
"538",NA,"0.4344","OTU.381","1"
"539",NA,"0.7433","OTU.430","1"
"540",NA,"0.225","OTU.135","1"
"541",NA,"0.4706","OTU.1028","1"
"542",NA,"0.2252","OTU.1035","1"
"543",NA,"0.2727","OTU.1253","1"
"544",NA,"0.4372","OTU.1288","1"
"545",NA,"0.7367","OTU.1331","1"
"546",NA,"0.3714","OTU.1341","1"
"547",NA,"0.113","OTU.1385","1"
"548",NA,"0.528","OTU.1576","1"
"549",NA,"0.2781","OTU.1601","1"
"550",NA,"0.8892","OTU.1602","1"
"551",NA,"0.5427","OTU.221","1"
"552",NA,"0.4465","OTU.232","1"
"553",NA,"0.6089","OTU.2494","1"
"554",NA,"0.7318","OTU.251","1"
"555",NA,"0.3522","OTU.263","1"
"556",NA,"0.4396","OTU.265","1"
"557",NA,NA,"OTU.2688","1"
"558",NA,"0.8219","OTU.270","1"
"559",NA,NA,"OTU.2759","1"
"560",NA,"0.8172","OTU.3056","1"
"561",NA,"0.9556","OTU.307","1"
"562",NA,"0.9819","OTU.3196","1"
"563",NA,"0.7101","OTU.370","1"
"564",NA,"0.5218","OTU.371","1"
"565",NA,NA,"OTU.3745","1"
"566",NA,"0.8827","OTU.389","1"
"567",NA,"0.5467","OTU.437","1"
"568",NA,"0.5177","OTU.438","1"
"569",NA,"0.1773","OTU.4804","1"
"570",NA,"0.713","OTU.491","1"
"571",NA,NA,"OTU.4984","1"
"572",NA,"0.5177","OTU.5054","1"
"573",NA,"0.3826","OTU.510","1"
"574",NA,"0.5223","OTU.512","1"
"575",NA,"0.6593","OTU.600","1"
"576",NA,"0.3405","OTU.632","1"
"577",NA,"0.5769","OTU.681","1"
"578",NA,"0.4828","OTU.690","1"
"579",NA,"0.6951","OTU.743","1"
"580",NA,"0.1834","OTU.753","1"
"581",NA,"0.2681","OTU.755","1"
"582",NA,"0.2403","OTU.807","1"
"583",NA,"0.8375","OTU.991","1"
"584",NA,"0.7949","OTU.2824","1"
"585",NA,"0.0048","OTU.832","1"
"586",NA,"0.9697","OTU.633","1"
"587",NA,"0.5328","OTU.653","1"
"588",NA,NA,"OTU.1740","1"
"589",NA,"0.5472","OTU.667","1"
"590",NA,"0.2248","OTU.429","1"
"591",NA,"0.4158","OTU.166","1"
"592",NA,"0.4108","OTU.4273","1"
"593",NA,"0.0059","OTU.3363","1"
"594",NA,"0.3475","OTU.876","1"
"595",NA,NA,"OTU.679","1"
"596",NA,"0.9869","OTU.469","1"
"597",NA,"0.3722","OTU.281","1"
"598",NA,"0.6761","OTU.341","1"
"599",NA,"0.3249","OTU.448","1"
"600",NA,"0.5639","OTU.1631","1"
"601",NA,"0.8864","OTU.245","1"
"602",NA,"0.3893","OTU.174","1"
"603",NA,"0.2593","OTU.466","1"
"604",NA,"0.7373","OTU.2192","1"
"605",NA,NA,"OTU.2517","1"
"606",NA,"0.7116","OTU.199","1"
"607",NA,"0.8502","OTU.458","1"
"608",NA,"0.8937","OTU.375","1"
"609",NA,"0.0563","OTU.223","1"
"610",NA,"0.9713","OTU.261","1"
"611",NA,"0.475","OTU.393","1"
"612",NA,"0.7799","OTU.186","1"
"613",NA,"0.6675","OTU.216","1"
"614",NA,"0.4101","OTU.1056","1"
"615",NA,"0.2879","OTU.395","1"
"616",NA,"0.3397","OTU.627","1"
"617",NA,"0.4948","OTU.845","1"
"618",NA,"0.6911","OTU.964","1"
"619",NA,"0.263","OTU.2955","1"
"620",NA,"0.1399","OTU.268","1"
"621",NA,"0.6293","OTU.347","1"
"622",NA,"0.8189","OTU.468","1"
"623",NA,"0.8846","OTU.591","1"
"624",NA,NA,"OTU.3863","1"
"625",NA,"0.4351","OTU.366","1"
"626",NA,"8e-04","OTU.475","1"
"627",NA,"0.6012","OTU.170","1"
"628",NA,"0.3867","OTU.226","1"
"629",NA,"0.3046","OTU.545","1"
"630",NA,"0.9658","OTU.519","1"
"631",NA,"0.532","OTU.1051","1"
"632",NA,"0.6858","OTU.209","1"
"633",NA,"0.7954","OTU.304","1"
"634",NA,"0.2955","OTU.639","1"
"635",NA,"0.6735","OTU.1948","1"
"636",NA,"0.7114","OTU.556","1"
"637",NA,"0.459","OTU.3302","1"
"638",NA,"0.2293","OTU.240","1"
"639",NA,"0.0131","OTU.250","1"
"640",NA,"0.5611","OTU.1123","1"
"641",NA,"0.8581","OTU.235","1"
"642",NA,"0.7232","OTU.533","1"
"643",NA,"0.1524","OTU.373","1"
"644",NA,"0.6518","OTU.599","1"
"645",NA,"0.5207","OTU.1018","1"
"646",NA,"0.9607","OTU.1621","1"
"647",NA,"0.5545","OTU.1650","1"
"648",NA,"0.2588","OTU.1700","1"
"649",NA,"0.7133","OTU.349","1"
"650",NA,"0.7284","OTU.455","1"
"651",NA,"0.1325","OTU.464","1"
"652",NA,"0.2336","OTU.483","1"
"653",NA,"0.7267","OTU.5894","1"
"654",NA,"0.536","OTU.207","1"
"655",NA,"0.2222","OTU.310","1"
"656",NA,"0.8101","OTU.330","1"
"657",NA,"0.5608","OTU.405","1"
"658",NA,"0.8817","OTU.652","1"
"659",NA,"0.4532","OTU.919","1"
"660",NA,"0.1874","OTU.1280","1"
"661",NA,"0.959","OTU.291","1"
"662",NA,"0.8263","OTU.554","1"
