"log2FoldChange","p","Day","OTU","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","p.adj"
0.444945619264806,0.67101365824183,3,"OTU.1187",NA,NA,NA,NA,NA,NA,NA,1
-2.53459408380461,0.999999516815182,3,"OTU.9364",NA,NA,NA,NA,NA,NA,NA,1
0.64148151804059,0.561183824694862,3,"OTU.673","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unculturedfungus",1
0.847483989084162,0.443849920875782,3,"OTU.1694",NA,NA,NA,NA,NA,NA,NA,1
0.304603978958776,0.737214170632035,3,"OTU.655","k__Fungi","p__Ascomycota","c__Incertae_sedis","o__Incertae_sedis","f__Incertae_sedis","g__Leptodiscella","s__Leptodiscella_sp_FMR_10885",1
-1.8396114005068,0.999970530571581,3,"OTU.777","k__Fungi",NA,NA,NA,NA,NA,NA,1
1.57825159514593,0.12741205286392,3,"OTU.2048","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,0.788597676305681
-0.216662836927075,0.924772053371824,3,"OTU.16648",NA,NA,NA,NA,NA,NA,NA,1
2.26694733591758,0.0131124426908131,3,"OTU.1217",NA,NA,NA,NA,NA,NA,NA,0.115611034903272
0.846965554711107,0.437748942397074,3,"OTU.327","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,1
0.237049672112707,0.798313178982244,3,"OTU.563","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified",NA,1
0.908364094973454,0.405871416481806,3,"OTU.498","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unculturedfungus",1
0.111566463604166,0.857564097044606,3,"OTU.294","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__Trichoderma_stromaticum",1
0.442616154751897,0.670336076310202,3,"OTU.3040",NA,NA,NA,NA,NA,NA,NA,1
1.00527293754715,0.339457781667725,3,"OTU.374","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium",NA,1
0.0527959054750181,0.84928677441641,3,"OTU.1067",NA,NA,NA,NA,NA,NA,NA,1
-0.410904153923744,0.957257540704361,3,"OTU.14370","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified",NA,1
0.077839845065616,0.851832501192574,3,"OTU.305","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,1
1.09101927018819,0.284711018618848,3,"OTU.297","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified",NA,1
0.599375929741636,0.586208642659547,3,"OTU.449","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma",NA,1
-0.063252862706871,0.879080509474141,3,"OTU.1872",NA,NA,NA,NA,NA,NA,NA,1
0.682630504324631,0.539576648938939,3,"OTU.1196","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unculturedsoil_fungus",1
0.856931280865069,0.438048823774771,3,"OTU.957","k__Fungi",NA,NA,NA,NA,NA,NA,1
-1.22014881640289,0.999088381032912,3,"OTU.1569","k__Fungi",NA,NA,NA,NA,NA,NA,1
1.15656915679794,0.277652181060994,3,"OTU.488","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Geotrichum",NA,1
-0.742189408164653,0.98669606939928,3,"OTU.1137",NA,NA,NA,NA,NA,NA,NA,1
1.07462568004135,0.316428105365491,3,"OTU.464","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Incertae_sedis","g__Myrothecium",NA,1
-0.79500328057566,0.991895004872336,3,"OTU.753","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unculturedfungus",1
-0.153298808895131,0.917215433526627,3,"OTU.1176","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Incertae_sedis","f__Myxotrichaceae",NA,NA,1
2.06518387538589,0.0212999489763996,3,"OTU.612",NA,NA,NA,NA,NA,NA,NA,0.176124479283115
-0.524504405656508,0.969063148009462,3,"OTU.786","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Incertae_sedis","g__Emericellopsis",NA,1
-0.0461211515136212,0.881954552440435,3,"OTU.2069",NA,NA,NA,NA,NA,NA,NA,1
-0.173922288047196,0.917878085641059,3,"OTU.13641",NA,NA,NA,NA,NA,NA,NA,1
-0.401290482880219,0.966803764026399,3,"OTU.207","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unculturedfungus",1
-0.143646190687895,0.895171302139351,3,"OTU.619","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unculturedfungus",1
