sparsity_threshold,Day,Treatment,OTU,log2FoldChange,p,Rank1,Rank2,Rank3,Rank4,Rank5,Rank6,Rank7,Rank8,padj
0.55,30,SS,OTU.286,-0.354493294,0.999467677,Bacteria,Candidate_division_WS3,uncultured_bacterium,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.757,-0.394166365,0.996719446,Bacteria,Candidate_division_WS3,uncultured_bacterium,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.230,-0.616583162,0.999928052,Bacteria,Candidate_division_WS3,uncultured_bacterium,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.777,-0.515064387,0.998792596,Bacteria,Candidate_division_WS3,NA,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.904,-0.024799171,0.973688343,Bacteria,Candidate_division_WS3,uncultured_bacterium,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.190,-1.001181692,0.999999998,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.139,-1.030690196,0.999999999,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.1755,-0.689319849,0.999817906,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.538,-1.003817541,0.999987298,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.281,-0.872722447,0.99996442,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,NA,NA,NA,NA,1
0.55,30,SS,OTU.374,0.821183666,0.429641761,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_Gemmatimonadales_bacterium,NA,NA,1
0.55,30,SS,OTU.388,0.051672651,0.967766145,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_Gemmatimonadales_bacterium,NA,NA,1
0.55,30,SS,OTU.85,-0.606272602,0.999985408,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.509,-0.858309898,0.999987137,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA,NA,NA,1
0.55,30,SS,OTU.1291,-0.587959492,0.999873663,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.437,0.249552302,0.950933747,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA,NA,NA,1
0.55,30,SS,OTU.1280,0.305065262,0.880247128,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_Gemmatimonadetes_bacterium,NA,NA,1
0.55,30,SS,OTU.180,1.204445417,0.09881439,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,NA,NA,1
0.55,30,SS,OTU.56,-0.429665817,0.999997972,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_Gemmatimonadetes_bacterium,NA,NA,1
0.55,30,SS,OTU.2031,0.343313579,0.848777104,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_Gemmatimonadetes_bacterium,NA,NA,1
0.55,30,SS,OTU.337,1.310386849,0.027724743,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_Gemmatimonadetes_bacterium,NA,NA,0.36470812
0.55,30,SS,OTU.343,0.234795494,0.912075441,Bacteria,NA,NA,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.457,0.639632477,0.631462976,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,NA,NA,NA,1
0.55,30,SS,OTU.708,0.253109577,0.884197082,Bacteria,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.495,0.680298908,0.572640548,Bacteria,Gemmatimonadetes,S0134_terrestrial_group,uncultured_bacterium,NA,NA,NA,NA,1
0.55,30,SS,OTU.318,-0.109523631,0.977399324,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.378,-0.518474069,0.999362476,Bacteria,Actinobacteria,MB-A2-108,uncultured_bacterium,NA,NA,NA,NA,1
0.55,30,SS,OTU.112,-0.381009489,0.996666425,Bacteria,Actinobacteria,MB-A2-108,uncultured_bacterium,NA,NA,NA,NA,1
0.55,30,SS,OTU.226,-0.269750367,0.995995615,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.258,0.279479962,0.880463893,Bacteria,Actinobacteria,MB-A2-108,uncultured_actinobacterium,NA,NA,NA,NA,1
0.55,30,SS,OTU.733,-0.208761683,0.991738116,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.35,-0.510915087,0.997325273,Bacteria,Actinobacteria,MB-A2-108,uncultured_bacterium,NA,NA,NA,NA,1
0.55,30,SS,OTU.415,0.516407445,0.714900697,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,NA,NA,1
0.55,30,SS,OTU.1043,-0.02515254,0.968778246,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,TM214,NA,NA,NA,1
0.55,30,SS,OTU.428,-0.822087137,0.999957089,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,TM214,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.431,0.369980422,0.84869741,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,TM214,NA,NA,NA,1
0.55,30,SS,OTU.433,0.073994835,0.975546725,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,TM214,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.409,0.087973236,0.96381498,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,NA,NA,1
0.55,30,SS,OTU.300,0.032550262,0.961851811,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,TM214,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.331,-0.674390953,0.999866168,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,TM214,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.6204,-0.196912233,0.991673201,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,NA,NA,NA,1
0.55,30,SS,OTU.521,0.779511507,0.472375869,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,uncultured_bacterium,NA,1
0.55,30,SS,OTU.149,0.265571795,0.922161893,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,NA,NA,1
0.55,30,SS,OTU.270,-0.428948101,0.998611563,Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,NA,NA,NA,1
0.55,30,SS,OTU.4,0.326830219,0.937284218,Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,NA,NA,NA,1
0.55,30,SS,OTU.37,1.094500411,0.174159269,Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA,NA,NA,1
0.55,30,SS,OTU.1841,-0.374325571,0.999673807,Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA,NA,NA,1
0.55,30,SS,OTU.24,0.684845399,0.565535132,Bacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,NA,NA,NA,1
0.55,30,SS,OTU.303,-0.371329819,0.998198299,Bacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,NA,NA,NA,1
0.55,30,SS,OTU.31,-0.651433382,0.999999865,Bacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA,NA,NA,1
0.55,30,SS,OTU.70,-0.175846487,0.985791914,Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,NA,NA,NA,1
0.55,30,SS,OTU.1,-0.985248275,1,Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,NA,NA,NA,1
0.55,30,SS,OTU.201,-0.795821256,0.999997985,Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,NA,NA,1
0.55,30,SS,OTU.59,-0.636258317,0.999983814,Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.488,-0.634477396,0.999773138,Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,NA,NA,NA,1
0.55,30,SS,OTU.257,1.527407485,0.034484779,Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,NA,NA,NA,0.413332259
0.55,30,SS,OTU.58,-1.293767602,1,Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured_actinobacterium,NA,NA,1
0.55,30,SS,OTU.186,-0.279211653,0.999234693,Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,NA,NA,1
0.55,30,SS,OTU.23,-1.340315121,1,Bacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,NA,NA,NA,1
0.55,30,SS,OTU.5054,-0.513805223,0.999409734,Bacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,NA,NA,NA,1
0.55,30,SS,OTU.172,-1.0697473,0.999999259,Bacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,NA,NA,NA,1
0.55,30,SS,OTU.526,0.559561987,0.686327596,Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA,NA,NA,1
0.55,30,SS,OTU.1078,-0.263147864,0.991119493,Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA,NA,NA,1
0.55,30,SS,OTU.1387,0.481319273,0.738318515,Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA,NA,NA,1
0.55,30,SS,OTU.260,0.647666735,0.602696477,Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA,NA,NA,1
0.55,30,SS,OTU.255,0.534679463,0.720001012,Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,NA,NA,NA,1
0.55,30,SS,OTU.1288,-1.013404375,0.999997671,Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,NA,NA,NA,1
0.55,30,SS,OTU.62,-0.788922063,0.99999804,Bacteria,Actinobacteria,Frankiales,Nakamurellaceae,Humicoccus,NA,NA,NA,1
0.55,30,SS,OTU.1948,-0.005518688,0.972691113,Bacteria,Actinobacteria,Frankiales,Sporichthyaceae,uncultured,NA,NA,NA,1
0.55,30,SS,OTU.498,-0.570495089,0.999266979,Bacteria,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA,NA,NA,1
0.55,30,SS,OTU.1631,-0.235086016,0.991441589,Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,NA,NA,1
0.55,30,SS,OTU.608,-0.582514546,0.999645547,Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,NA,NA,1
0.55,30,SS,OTU.333,-0.284398021,0.996354689,Bacteria,Actinobacteria,NA,NA,NA,NA,NA,NA,1
0.55,30,SS,OTU.132,-0.570077124,0.999992912,Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA,NA,NA,1
0.55,30,SS,OTU.3892,-0.644357435,0.999969243,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA,NA,NA,1
0.55,30,SS,OTU.2168,-0.028800594,0.98176646,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,NA,NA,1
0.55,30,SS,OTU.293,0.720221243,0.530339109,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,NA,NA,1
0.55,30,SS,OTU.130,-1.389408498,1,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.151,-1.712519475,1,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA,NA,NA,1
0.55,30,SS,OTU.88,-0.376303828,0.999088475,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.82,-0.801812786,0.999997634,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA,NA,NA,1
0.55,30,SS,OTU.1162,0.296139223,0.871267822,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.212,-0.263947943,0.997141433,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA,NA,NA,1
0.55,30,SS,OTU.110,-0.571814623,0.999845088,Bacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA,NA,NA,1
0.55,30,SS,OTU.61,-1.183234184,0.999999976,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,TM214,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.192,-0.020945096,0.972037702,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155_marine_group,uncultured_organism,NA,NA,1
0.55,30,SS,OTU.1107,0.575419115,0.665276822,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,uncultured_delta_proteobacterium,NA,1
0.55,30,SS,OTU.1438,0.846628625,0.407890783,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,uncultured_bacterium,NA,1
0.55,30,SS,OTU.443,0.001871034,0.983652099,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,uncultured_bacterium,NA,1
0.55,30,SS,OTU.1106,0.046388086,0.971889764,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,uncultured_delta_proteobacterium,NA,1
0.55,30,SS,OTU.399,0.039881944,0.986943965,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Enhygromyxa,NA,1
0.55,30,SS,OTU.389,-0.454585444,0.998530482,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis,NA,1
0.55,30,SS,OTU.1549,0.604327177,0.648376296,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,NA,1
0.55,30,SS,OTU.456,1.713688885,0.015990362,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,0.23678385
0.55,30,SS,OTU.1029,-0.026366345,0.971340355,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.125,-0.619760081,0.999979284,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.1267,0.730768209,0.519027587,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.1034,1.300053494,0.097589796,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.503,0.463511491,0.755553637,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.169,2.390963433,1.39E-05,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,0.000730545
0.55,30,SS,OTU.1837,-0.075249668,0.98176271,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.855,0.965735729,0.267349878,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.1082,0.172874734,0.922469965,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.5450,-0.326740744,0.997320068,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.828,-0.259471127,0.99428404,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.405,0.980957842,0.277375056,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.164,-0.415925217,0.999420629,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_delta_proteobacterium,1
0.55,30,SS,OTU.594,-0.559222225,0.999983993,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Haliangiaceae,Haliangium,uncultured_bacterium,1
0.55,30,SS,OTU.3260,0.09761029,0.957633199,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium,uncultured_bacterium,1
0.55,30,SS,OTU.1242,0.52156636,0.717499318,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium,uncultured_bacterium,1
0.55,30,SS,OTU.417,-0.077444511,0.983049061,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Phaselicystidaceae,Phaselicystis,uncultured_Polyangiaceae_bacterium,1
0.55,30,SS,OTU.5680,2.829172505,6.68E-06,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,uncultured,uncultured_bacterium,NA,0.000421949
0.55,30,SS,OTU.442,1.854889327,0.004583548,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,uncultured,uncultured_bacterium,NA,0.099889726
0.55,30,SS,OTU.5985,1.508298263,0.032072733,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,uncultured,NA,NA,0.397450334
0.55,30,SS,OTU.651,0.381752092,0.825923048,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,uncultured,uncultured_bacterium,NA,1
0.55,30,SS,OTU.423,-0.184054556,0.991297509,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,uncultured,NA,NA,1
0.55,30,SS,OTU.458,1.042252249,0.249905872,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,uncultured,uncultured_bacterium,NA,1
0.55,30,SS,OTU.728,0.494614129,0.759424015,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium,uncultured_bacterium,1
0.55,30,SS,OTU.1236,0.526923579,0.721219401,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium,uncultured_bacterium,1
0.55,30,SS,OTU.4291,-1.029181059,0.999999166,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,NA,NA,1
0.55,30,SS,OTU.2075,0.38595392,0.842934599,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Byssovorax,uncultured_bacterium,1
0.55,30,SS,OTU.2655,0.233013136,0.923287811,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Byssovorax,NA,1
0.55,30,SS,OTU.901,0.293160655,0.910689775,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Byssovorax,NA,1
0.55,30,SS,OTU.699,-0.190441162,0.995232193,Bacteria,Proteobacteria,Deltaproteobacteria,Sh765B-TzT-29,uncultured_bacterium,NA,NA,NA,1
0.55,30,SS,OTU.5542,0.780246692,0.464501302,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus,NA,1
0.55,30,SS,OTU.221,1.03480194,0.176665267,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,uncultured,NA,NA,1
0.55,30,SS,OTU.105,-0.485647423,0.999771329,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,uncultured,uncultured_bacterium,NA,1
0.55,30,SS,OTU.1053,-0.191864864,0.991149035,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,uncultured,uncultured_bacterium,NA,1
0.55,30,SS,OTU.1031,-0.129452213,0.986183665,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,uncultured,uncultured_bacterium,NA,1
0.55,30,SS,OTU.321,-0.005649287,0.978035014,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,uncultured,uncultured_bacterium,NA,1
0.55,30,SS,OTU.513,-0.572805986,0.999798238,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Anaeromyxobacter,uncultured_bacterium,1
0.55,30,SS,OTU.179,-0.051533213,0.985487796,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,NA,NA,1
0.55,30,SS,OTU.373,-0.092539733,0.985543364,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,uncultured_bacterium,NA,1
0.55,30,SS,OTU.5001,0.28899676,0.877326286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,wr0007,uncultured_proteobacterium,NA,NA,1
0.55,30,SS,OTU.245,0.665671333,0.587784684,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,wr0007,uncultured_alpha_proteobacterium,NA,NA,1
0.55,30,SS,OTU.450,0.094902916,0.955997423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,wr0007,NA,NA,NA,1
0.55,30,SS,OTU.207,-0.610751625,0.999682924,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Sandaracinaceae,NA,NA,1
0.55,30,SS,OTU.421,1.267439551,0.104944519,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Sandaracinaceae,NA,NA,1
0.55,30,SS,OTU.1556,0.316272436,0.853499876,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Sandaracinaceae,uncultured_delta_proteobacterium,NA,1
0.55,30,SS,OTU.1342,0.901309252,0.357291113,Bacteria,Proteobacteria,Alphaproteobacteria,DB1-14,NA,NA,NA,NA,1
0.55,30,SS,OTU.1222,1.575359018,0.007877327,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA,NA,0.150862744
0.55,30,SS,OTU.344,-0.436609559,0.997989579,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,uncultured_bacterium,NA,NA,1
0.55,30,SS,OTU.265,0.914114456,0.322046331,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,uncultured_bacterium,NA,1
0.55,30,SS,OTU.310,1.143319939,0.154904228,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA,NA,1
0.55,30,SS,OTU.507,1.761701241,0.006770795,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,NA,NA,NA,NA,0.133723196
0.55,30,SS,OTU.302,0.344002279,0.84716998,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,NA,NA,1
0.55,30,SS,OTU.4926,-0.513645281,0.999340955,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NA,NA,NA,1
0.55,30,SS,OTU.984,-0.369353456,0.996581337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA,NA,1
0.55,30,SS,OTU.1115,-0.120935634,0.977734027,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA,NA,1
0.55,30,SS,OTU.246,0.00810369,0.977141434,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,uncultured_bacterium,NA,1
0.55,30,SS,OTU.2020,-1.001135618,0.999999925,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA,NA,1
0.55,30,SS,OTU.10,-0.911840152,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA,NA,1
0.55,30,SS,OTU.2561,-0.904957619,0.999990833,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA,NA,1
0.55,30,SS,OTU.690,-0.295045941,0.997477862,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NA,NA,NA,1
0.55,30,SS,OTU.324,-0.701887021,0.999951378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,JG34-KF-361,NA,NA,NA,1
0.55,30,SS,OTU.28,0.625155542,0.655780995,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA,NA,1
0.55,30,SS,OTU.19,1.856505865,0.001398764,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA,NA,0.042096139
0.55,30,SS,OTU.65,0.598945266,0.716566191,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,uncultured,NA,NA,1
0.55,30,SS,OTU.637,0.12097728,0.928690416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family_Incertae_Sedis,Bauldia,uncultured_bacterium,NA,1
0.55,30,SS,OTU.209,0.405192515,0.835918337,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,NA,NA,1
0.55,30,SS,OTU.2131,0.348309185,0.843003482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family_Incertae_Sedis,Bauldia,NA,NA,1
0.55,30,SS,OTU.5538,-0.373636837,0.999391608,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,NA,NA,1
0.55,30,SS,OTU.16,1.232457112,0.044468817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,NA,NA,0.520449862
0.55,30,SS,OTU.386,0.031186197,0.96816621,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA,NA,1
